#SampleID	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Chloroflexi;c__TK10	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Gemmatimonadota;c__AKAU4049	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Patescibacteria;c__Parcubacteria	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Acidobacteriota;c__Subgroup_11	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	d__Bacteria;p__Patescibacteria;c__Gracilibacteria	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Planctomycetota;c__OM190	d__Bacteria;p__Acidobacteriota;c__Subgroup_21	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	d__Bacteria;p__Patescibacteria;c__uncultured	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Latescibacterota;c__Latescibacteria	d__Bacteria;p__Chloroflexi;c__P2-11E	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Firmicutes;c__Symbiobacteriia	d__Bacteria;p__Acidobacteriota;c__Subgroup_18	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia	d__Bacteria;p__WS2;c__WS2	d__Bacteria;p__Spirochaetota;c__Spirochaetia	d__Bacteria;p__Patescibacteria;c__Microgenomatia	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Rs-K70_termite_group;c__Rs-K70_termite_group	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__WWE3	d__Bacteria;p__Planctomycetota;c__Pla3_lineage	d__Bacteria;p__Patescibacteria;c__Dojkabacteria	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_20	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__RCP2-54;c__RCP2-54
SRR6764374	2036.0	1999.0	2133.0	2125.0	967.0	0.0	567.0	196.0	254.0	326.0	98.0	289.0	147.0	1216.0	256.0	31.0	1464.0	194.0	1939.0	88.0	54.0	44.0	392.0	0.0	80.0	11.0	426.0	76.0	513.0	212.0	40.0	198.0	27.0	0.0	83.0	120.0	0.0	125.0	111.0	0.0	43.0	71.0	0.0	0.0	0.0	70.0	0.0	43.0	0.0	0.0	17.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764375	2108.0	2881.0	1996.0	2063.0	830.0	0.0	494.0	299.0	306.0	376.0	49.0	384.0	309.0	2037.0	248.0	0.0	871.0	256.0	1882.0	84.0	60.0	88.0	162.0	0.0	27.0	149.0	302.0	228.0	582.0	243.0	0.0	116.0	0.0	64.0	94.0	143.0	0.0	37.0	162.0	0.0	23.0	0.0	0.0	0.0	0.0	73.0	0.0	54.0	83.0	21.0	0.0	10.0	29.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764376	4339.0	6963.0	6580.0	6228.0	3159.0	18.0	1824.0	1260.0	2083.0	502.0	733.0	521.0	1175.0	3599.0	444.0	280.0	3002.0	781.0	4833.0	496.0	229.0	256.0	1185.0	0.0	167.0	426.0	425.0	891.0	1624.0	446.0	0.0	306.0	258.0	170.0	216.0	338.0	121.0	199.0	312.0	51.0	54.0	309.0	32.0	260.0	0.0	16.0	0.0	150.0	40.0	46.0	322.0	0.0	221.0	18.0	205.0	37.0	27.0	20.0	97.0	0.0	41.0	28.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764377	2011.0	1994.0	1516.0	1897.0	1007.0	39.0	419.0	355.0	227.0	364.0	87.0	273.0	50.0	702.0	304.0	0.0	1083.0	99.0	326.0	31.0	79.0	0.0	122.0	0.0	18.0	104.0	292.0	120.0	531.0	260.0	18.0	0.0	87.0	0.0	48.0	51.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	51.0	11.0	44.0	0.0	0.0	21.0	0.0	81.0	0.0	0.0	24.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764378	1816.0	3031.0	2655.0	1841.0	929.0	0.0	285.0	260.0	336.0	379.0	76.0	292.0	60.0	1471.0	303.0	0.0	751.0	126.0	1630.0	103.0	31.0	0.0	177.0	0.0	18.0	163.0	185.0	89.0	392.0	361.0	19.0	136.0	0.0	0.0	83.0	89.0	0.0	0.0	150.0	0.0	9.0	98.0	0.0	0.0	0.0	0.0	0.0	46.0	16.0	9.0	38.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764379	0.0	1773.0	2148.0	3471.0	330.0	0.0	46.0	0.0	0.0	0.0	484.0	67.0	0.0	172.0	0.0	0.0	122.0	36.0	819.0	0.0	0.0	0.0	391.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	68.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764380	49.0	2182.0	3101.0	3959.0	347.0	0.0	77.0	28.0	26.0	0.0	398.0	20.0	0.0	77.0	11.0	0.0	209.0	12.0	2355.0	23.0	0.0	0.0	402.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	177.0	0.0	0.0	13.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764381	51.0	1867.0	3907.0	4557.0	596.0	0.0	48.0	41.0	12.0	0.0	168.0	33.0	0.0	139.0	0.0	0.0	285.0	0.0	1313.0	0.0	0.0	0.0	702.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764382	65.0	2351.0	4231.0	3409.0	419.0	0.0	64.0	27.0	163.0	0.0	348.0	46.0	0.0	137.0	0.0	0.0	228.0	0.0	1816.0	0.0	0.0	0.0	673.0	0.0	0.0	0.0	0.0	49.0	0.0	43.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764383	0.0	1938.0	3513.0	3539.0	235.0	0.0	0.0	31.0	79.0	0.0	522.0	9.0	0.0	51.0	0.0	0.0	209.0	8.0	716.0	55.0	36.0	0.0	422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764384	34.0	1892.0	3525.0	4584.0	500.0	0.0	0.0	18.0	110.0	0.0	694.0	26.0	0.0	27.0	17.0	0.0	219.0	0.0	1244.0	78.0	44.0	0.0	698.0	0.0	0.0	0.0	0.0	91.0	19.0	0.0	10.0	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764385	29.0	2629.0	2988.0	4760.0	986.0	0.0	299.0	38.0	10.0	59.0	539.0	143.0	0.0	373.0	131.0	0.0	458.0	0.0	1200.0	0.0	29.0	7.0	193.0	0.0	34.0	59.0	0.0	0.0	30.0	0.0	37.0	129.0	0.0	0.0	0.0	0.0	0.0	32.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764386	30.0	1550.0	2103.0	3012.0	681.0	0.0	200.0	0.0	14.0	0.0	394.0	37.0	0.0	330.0	35.0	0.0	654.0	0.0	461.0	66.0	0.0	0.0	406.0	0.0	0.0	56.0	0.0	57.0	0.0	0.0	31.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764389	166.0	1676.0	1738.0	3686.0	815.0	0.0	159.0	0.0	7.0	58.0	525.0	77.0	0.0	192.0	85.0	28.0	634.0	0.0	671.0	0.0	66.0	0.0	169.0	0.0	0.0	41.0	38.0	0.0	20.0	0.0	55.0	114.0	0.0	0.0	28.0	0.0	0.0	9.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764391	110.0	1996.0	2768.0	3646.0	743.0	0.0	279.0	57.0	20.0	96.0	460.0	115.0	0.0	245.0	198.0	0.0	812.0	16.0	392.0	0.0	83.0	0.0	233.0	0.0	16.0	0.0	30.0	45.0	35.0	56.0	37.0	102.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764393	125.0	2249.0	1772.0	3188.0	521.0	0.0	283.0	51.0	20.0	132.0	463.0	0.0	0.0	607.0	165.0	0.0	757.0	41.0	532.0	0.0	91.0	0.0	122.0	0.0	0.0	0.0	33.0	26.0	136.0	63.0	42.0	51.0	0.0	0.0	28.0	16.0	0.0	12.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	42.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764394	130.0	1622.0	1706.0	3477.0	619.0	0.0	196.0	0.0	30.0	48.0	415.0	74.0	15.0	43.0	90.0	0.0	695.0	9.0	384.0	0.0	29.0	35.0	174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	56.0	0.0	0.0	18.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764395	101.0	2514.0	2001.0	3605.0	553.0	0.0	374.0	0.0	0.0	0.0	404.0	22.0	29.0	234.0	194.0	0.0	822.0	12.0	903.0	0.0	39.0	9.0	219.0	0.0	0.0	0.0	28.0	19.0	58.0	0.0	48.0	59.0	0.0	0.0	22.0	16.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764398	650.0	1096.0	836.0	1231.0	778.0	0.0	173.0	453.0	138.0	306.0	0.0	270.0	110.0	591.0	301.0	25.0	1349.0	238.0	765.0	0.0	52.0	29.0	44.0	0.0	12.0	0.0	82.0	0.0	52.0	283.0	0.0	0.0	0.0	58.0	0.0	64.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764399	3107.0	3771.0	4252.0	5257.0	1897.0	0.0	1031.0	727.0	156.0	551.0	152.0	777.0	81.0	2011.0	335.0	0.0	2594.0	254.0	2092.0	226.0	254.0	62.0	1348.0	0.0	132.0	497.0	602.0	404.0	782.0	338.0	0.0	200.0	0.0	0.0	0.0	130.0	0.0	0.0	171.0	0.0	0.0	179.0	0.0	0.0	0.0	90.0	24.0	88.0	0.0	68.0	24.0	0.0	56.0	0.0	103.0	0.0	0.0	37.0	71.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764400	2383.0	2844.0	3121.0	4702.0	1093.0	27.0	910.0	351.0	286.0	270.0	311.0	344.0	514.0	992.0	341.0	0.0	1384.0	146.0	1396.0	183.0	256.0	15.0	641.0	0.0	69.0	280.0	486.0	54.0	725.0	272.0	58.0	51.0	66.0	105.0	61.0	75.0	0.0	52.0	130.0	0.0	0.0	0.0	0.0	94.0	0.0	74.0	19.0	71.0	25.0	0.0	6.0	0.0	31.0	13.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764402	2093.0	1700.0	2754.0	2879.0	538.0	65.0	414.0	668.0	19.0	432.0	204.0	270.0	0.0	547.0	315.0	0.0	2400.0	128.0	570.0	168.0	146.0	15.0	789.0	0.0	41.0	210.0	420.0	172.0	352.0	305.0	21.0	25.0	0.0	54.0	96.0	37.0	38.0	0.0	118.0	0.0	0.0	155.0	46.0	0.0	0.0	0.0	19.0	63.0	0.0	0.0	0.0	0.0	74.0	0.0	83.0	87.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764403	1102.0	1202.0	1714.0	1706.0	426.0	0.0	378.0	8.0	0.0	260.0	0.0	170.0	62.0	470.0	126.0	0.0	1078.0	90.0	233.0	41.0	104.0	0.0	64.0	0.0	0.0	0.0	159.0	79.0	272.0	0.0	0.0	89.0	0.0	53.0	0.0	0.0	25.0	0.0	82.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764404	2171.0	2285.0	1939.0	2570.0	1057.0	0.0	353.0	379.0	104.0	219.0	136.0	230.0	155.0	644.0	31.0	0.0	1968.0	255.0	775.0	63.0	70.0	130.0	37.0	0.0	20.0	242.0	315.0	163.0	1000.0	254.0	0.0	80.0	91.0	0.0	94.0	18.0	60.0	17.0	140.0	0.0	81.0	98.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	50.0	0.0	41.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764405	183.0	2741.0	2993.0	3113.0	527.0	0.0	77.0	0.0	137.0	0.0	424.0	117.0	0.0	74.0	0.0	0.0	244.0	50.0	3417.0	0.0	0.0	0.0	675.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	89.0	0.0	0.0	77.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764407	1457.0	903.0	1930.0	2486.0	810.0	0.0	477.0	72.0	25.0	221.0	73.0	221.0	0.0	432.0	214.0	0.0	400.0	24.0	196.0	0.0	113.0	0.0	290.0	0.0	0.0	63.0	224.0	41.0	83.0	0.0	46.0	20.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	3.0	44.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764408	1934.0	3718.0	2489.0	3272.0	1652.0	0.0	480.0	451.0	198.0	291.0	273.0	278.0	592.0	806.0	347.0	0.0	2292.0	431.0	1654.0	111.0	80.0	114.0	225.0	0.0	153.0	26.0	151.0	241.0	445.0	492.0	28.0	47.0	85.0	0.0	187.0	81.0	39.0	181.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	54.0	0.0	0.0	0.0	10.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764409	34.0	2440.0	3031.0	2591.0	174.0	0.0	0.0	0.0	29.0	0.0	317.0	81.0	65.0	0.0	0.0	0.0	106.0	25.0	3650.0	0.0	0.0	0.0	559.0	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	31.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
