#SampleID	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__WPS-2	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Deinococcota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__RCP2-54	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Latescibacterota
SRR5224897	161.0	3109.0	6027.0	682.0	1257.0	445.0	3953.0	2705.0	476.0	178.0	451.0	0.0	707.0	35.0	18.0	0.0	155.0	74.0	19.0	73.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224899	80.0	1828.0	3483.0	174.0	339.0	531.0	3577.0	2125.0	348.0	241.0	42.0	13.0	313.0	60.0	0.0	0.0	119.0	214.0	0.0	22.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
SRR5224900	62.0	4160.0	7066.0	986.0	1230.0	1014.0	4690.0	3265.0	1531.0	194.0	411.0	101.0	1188.0	33.0	0.0	140.0	193.0	314.0	54.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224901	0.0	2448.0	7623.0	834.0	568.0	473.0	811.0	5194.0	198.0	0.0	207.0	55.0	0.0	49.0	0.0	0.0	0.0	36.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224902	537.0	5673.0	7208.0	1616.0	1653.0	1618.0	6130.0	2756.0	1370.0	305.0	426.0	113.0	1873.0	108.0	0.0	29.0	531.0	149.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0
SRR5224903	34.0	1310.0	3635.0	374.0	342.0	208.0	3067.0	3008.0	28.0	41.0	20.0	0.0	276.0	31.0	0.0	0.0	0.0	61.0	0.0	0.0	39.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
SRR5224904	0.0	1236.0	3397.0	0.0	282.0	420.0	1878.0	3180.0	208.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224905	35.0	2589.0	3968.0	501.0	451.0	599.0	3326.0	2168.0	986.0	116.0	37.0	81.0	341.0	136.0	10.0	20.0	59.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224906	0.0	3514.0	3971.0	134.0	116.0	301.0	1818.0	2903.0	558.0	54.0	20.0	0.0	107.0	54.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224907	0.0	2496.0	3555.0	68.0	28.0	387.0	441.0	2894.0	122.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224909	44.0	497.0	5610.0	928.0	1227.0	185.0	2400.0	5600.0	385.0	73.0	277.0	194.0	216.0	112.0	0.0	82.0	19.0	0.0	55.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224910	0.0	853.0	6260.0	721.0	787.0	227.0	449.0	3530.0	164.0	0.0	29.0	233.0	0.0	60.0	0.0	34.0	0.0	0.0	154.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224912	47.0	1664.0	3971.0	455.0	740.0	344.0	2281.0	3419.0	232.0	150.0	156.0	91.0	291.0	0.0	0.0	113.0	64.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224914	242.0	938.0	3910.0	659.0	1283.0	640.0	3683.0	2516.0	625.0	80.0	211.0	189.0	618.0	45.0	10.0	27.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224915	25.0	418.0	3218.0	599.0	635.0	57.0	2137.0	4068.0	155.0	186.0	178.0	85.0	197.0	45.0	0.0	0.0	0.0	0.0	2.0	0.0	23.0	0.0	5.0	0.0	11.0	0.0	0.0	0.0	0.0
SRR5224916	0.0	2458.0	7733.0	251.0	672.0	0.0	152.0	6676.0	69.0	0.0	90.0	491.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	170.0	0.0	0.0	0.0	0.0
SRR5224917	47.0	2323.0	3755.0	276.0	387.0	631.0	2763.0	1590.0	979.0	187.0	0.0	0.0	331.0	41.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
SRR5224919	46.0	455.0	4966.0	1330.0	1156.0	246.0	2708.0	4631.0	334.0	127.0	545.0	21.0	304.0	149.0	12.0	144.0	80.0	45.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224920	0.0	559.0	8508.0	950.0	1718.0	273.0	687.0	6425.0	41.0	0.0	83.0	205.0	0.0	182.0	0.0	141.0	0.0	0.0	255.0	0.0	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224921	0.0	2796.0	2353.0	477.0	606.0	747.0	2788.0	643.0	741.0	170.0	0.0	0.0	656.0	20.0	0.0	15.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224922	62.0	1427.0	4952.0	267.0	764.0	296.0	3078.0	2785.0	536.0	162.0	27.0	12.0	232.0	26.0	0.0	22.0	0.0	36.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224923	0.0	2389.0	7343.0	998.0	381.0	141.0	387.0	5534.0	56.0	0.0	31.0	19.0	0.0	46.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224924	131.0	2206.0	6351.0	1814.0	1851.0	1065.0	6651.0	2969.0	797.0	237.0	378.0	158.0	1535.0	47.0	0.0	236.0	156.0	86.0	6.0	0.0	0.0	0.0	8.0	0.0	0.0	36.0	0.0	0.0	0.0
SRR5224925	79.0	1751.0	5148.0	312.0	883.0	286.0	3208.0	4154.0	494.0	126.0	115.0	0.0	291.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224926	0.0	1918.0	7009.0	433.0	303.0	94.0	720.0	6608.0	333.0	0.0	229.0	0.0	0.0	0.0	0.0	22.0	18.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224927	65.0	4672.0	5979.0	1625.0	1021.0	775.0	4922.0	1709.0	1962.0	206.0	17.0	215.0	672.0	66.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224928	0.0	1317.0	5971.0	755.0	853.0	654.0	2230.0	3633.0	296.0	109.0	53.0	16.0	150.0	31.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
SRR5224929	0.0	2445.0	7016.0	165.0	619.0	122.0	185.0	5826.0	86.0	0.0	133.0	53.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224931	32.0	1449.0	6072.0	653.0	1101.0	256.0	1870.0	3326.0	428.0	114.0	207.0	0.0	379.0	62.0	21.0	65.0	0.0	76.0	0.0	0.0	0.0	0.0	4.0	0.0	21.0	0.0	0.0	0.0	0.0
SRR5224932	0.0	1543.0	5210.0	1273.0	454.0	214.0	420.0	4384.0	69.0	0.0	154.0	91.0	0.0	0.0	11.0	71.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224934	29.0	2043.0	4723.0	507.0	234.0	358.0	2900.0	1955.0	214.0	133.0	95.0	0.0	327.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224935	0.0	1500.0	7780.0	218.0	166.0	121.0	279.0	2583.0	91.0	0.0	20.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224936	73.0	1195.0	4522.0	1662.0	819.0	620.0	4797.0	3566.0	523.0	229.0	30.0	255.0	1196.0	112.0	0.0	37.0	153.0	89.0	7.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224937	0.0	425.0	5174.0	1426.0	1115.0	224.0	3252.0	5027.0	157.0	100.0	289.0	101.0	309.0	364.0	15.0	77.0	37.0	254.0	30.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224938	0.0	659.0	3364.0	1001.0	408.0	20.0	161.0	4077.0	0.0	0.0	21.0	54.0	0.0	225.0	20.0	47.0	24.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224939	24.0	2564.0	7387.0	971.0	1011.0	489.0	1417.0	3739.0	516.0	126.0	33.0	302.0	91.0	100.0	0.0	26.0	30.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224940	12.0	2367.0	4401.0	880.0	795.0	254.0	3010.0	2617.0	436.0	91.0	152.0	0.0	439.0	87.0	0.0	140.0	55.0	204.0	36.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224942	12.0	976.0	2451.0	318.0	876.0	678.0	2564.0	2418.0	1098.0	76.0	159.0	107.0	41.0	49.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224945	67.0	2869.0	3229.0	739.0	718.0	830.0	4237.0	827.0	688.0	158.0	24.0	34.0	873.0	59.0	0.0	12.0	121.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224948	17.0	2407.0	7964.0	1643.0	1055.0	704.0	2831.0	4341.0	519.0	298.0	290.0	394.0	1157.0	125.0	0.0	21.0	51.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224949	59.0	2317.0	9474.0	1945.0	1425.0	1374.0	5571.0	4878.0	957.0	271.0	644.0	95.0	1189.0	169.0	14.0	96.0	200.0	153.0	19.0	0.0	60.0	0.0	15.0	5.0	0.0	0.0	0.0	0.0	0.0
SRR5224950	0.0	549.0	6911.0	810.0	867.0	208.0	858.0	5430.0	0.0	0.0	51.0	237.0	0.0	494.0	0.0	15.0	0.0	0.0	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224951	103.0	5485.0	6842.0	796.0	901.0	941.0	4073.0	1796.0	1122.0	242.0	160.0	98.0	951.0	97.0	0.0	32.0	0.0	241.0	4.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224952	80.0	2450.0	6414.0	857.0	1041.0	543.0	4874.0	3170.0	599.0	197.0	202.0	106.0	792.0	89.0	0.0	47.0	8.0	46.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
SRR5224953	0.0	1822.0	6358.0	659.0	888.0	424.0	826.0	5688.0	251.0	0.0	29.0	32.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224954	26.0	767.0	1798.0	235.0	781.0	657.0	2649.0	2352.0	424.0	39.0	412.0	13.0	160.0	19.0	0.0	0.0	47.0	159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224955	174.0	1551.0	4499.0	386.0	916.0	414.0	4206.0	3402.0	361.0	80.0	215.0	39.0	311.0	48.0	0.0	0.0	334.0	23.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224956	4.0	2808.0	5349.0	336.0	477.0	532.0	1237.0	4598.0	0.0	0.0	84.0	0.0	28.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224957	37.0	2349.0	3120.0	452.0	294.0	457.0	3550.0	1119.0	562.0	239.0	0.0	115.0	409.0	44.0	0.0	17.0	0.0	267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224958	0.0	2745.0	5203.0	601.0	1125.0	672.0	4056.0	2097.0	287.0	278.0	266.0	52.0	365.0	74.0	14.0	56.0	81.0	37.0	8.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224960	306.0	3625.0	6916.0	1934.0	1819.0	1036.0	5972.0	4082.0	1420.0	292.0	1468.0	412.0	1430.0	75.0	0.0	55.0	408.0	58.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224961	204.0	1648.0	8044.0	666.0	1360.0	777.0	5737.0	3058.0	321.0	170.0	1160.0	51.0	868.0	60.0	108.0	30.0	299.0	0.0	0.0	184.0	69.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0
SRR5224963	7.0	2458.0	4982.0	1392.0	1409.0	203.0	828.0	3585.0	387.0	12.0	17.0	53.0	165.0	33.0	0.0	28.0	8.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224964	64.0	3170.0	6741.0	416.0	857.0	579.0	4347.0	2464.0	436.0	153.0	202.0	0.0	582.0	17.0	0.0	0.0	88.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224966	195.0	1013.0	6844.0	1355.0	2304.0	603.0	5541.0	3802.0	1170.0	257.0	590.0	828.0	1586.0	79.0	0.0	234.0	146.0	0.0	74.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224967	185.0	1993.0	6431.0	1588.0	1157.0	610.0	4541.0	2548.0	614.0	231.0	593.0	88.0	1093.0	74.0	0.0	62.0	79.0	0.0	43.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224968	0.0	166.0	3736.0	964.0	577.0	200.0	1268.0	3328.0	56.0	0.0	81.0	0.0	0.0	205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224969	4.0	2013.0	2932.0	429.0	597.0	442.0	3035.0	901.0	1019.0	225.0	75.0	0.0	579.0	30.0	0.0	27.0	78.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0
SRR5224970	171.0	409.0	4129.0	736.0	1272.0	401.0	3914.0	1510.0	507.0	318.0	303.0	327.0	1307.0	117.0	16.0	127.0	121.0	0.0	17.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224971	106.0	1046.0	6077.0	2142.0	1459.0	633.0	3306.0	4368.0	466.0	184.0	479.0	166.0	777.0	24.0	0.0	20.0	89.0	164.0	80.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224973	35.0	718.0	3757.0	1043.0	679.0	457.0	2672.0	2464.0	619.0	47.0	124.0	44.0	815.0	121.0	31.0	25.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224974	0.0	4069.0	4590.0	700.0	633.0	320.0	3414.0	1230.0	911.0	186.0	84.0	239.0	240.0	181.0	0.0	29.0	6.0	48.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224976	193.0	2199.0	9380.0	3061.0	2707.0	789.0	6745.0	5947.0	821.0	276.0	1099.0	1062.0	1809.0	134.0	37.0	433.0	98.0	16.0	15.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224977	18.0	1629.0	5143.0	838.0	568.0	385.0	1760.0	4043.0	488.0	0.0	415.0	62.0	141.0	121.0	0.0	124.0	0.0	39.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224979	0.0	1783.0	2936.0	411.0	734.0	793.0	2518.0	1008.0	583.0	255.0	0.0	70.0	479.0	24.0	0.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	16.0	0.0	0.0
SRR5224980	0.0	2385.0	4640.0	788.0	623.0	511.0	2005.0	2083.0	652.0	119.0	113.0	48.0	240.0	113.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224983	60.0	1323.0	7708.0	1545.0	1426.0	572.0	4588.0	4647.0	470.0	242.0	280.0	386.0	558.0	170.0	0.0	70.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224984	0.0	848.0	6964.0	1826.0	957.0	523.0	1296.0	6697.0	0.0	0.0	65.0	268.0	15.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224985	46.0	2766.0	5244.0	1172.0	962.0	346.0	2056.0	3403.0	992.0	115.0	0.0	177.0	631.0	0.0	0.0	32.0	49.0	174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0
SRR5224986	32.0	5347.0	9369.0	2216.0	1111.0	625.0	3970.0	3469.0	821.0	175.0	161.0	273.0	736.0	72.0	0.0	0.0	104.0	0.0	0.0	12.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224988	558.0	2526.0	6405.0	1794.0	2121.0	602.0	4681.0	3498.0	535.0	285.0	987.0	202.0	1696.0	161.0	16.0	354.0	80.0	0.0	35.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224989	18.0	1663.0	5375.0	558.0	429.0	685.0	2952.0	3084.0	736.0	177.0	236.0	101.0	463.0	16.0	0.0	0.0	79.0	136.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224990	0.0	746.0	5446.0	702.0	291.0	306.0	322.0	4277.0	35.0	0.0	20.0	14.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224991	208.0	2330.0	5536.0	1018.0	1267.0	834.0	4960.0	3118.0	1059.0	203.0	245.0	0.0	789.0	84.0	16.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224992	35.0	4975.0	6348.0	861.0	857.0	779.0	3197.0	2659.0	1059.0	118.0	175.0	59.0	439.0	127.0	0.0	42.0	0.0	241.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224995	81.0	2028.0	8041.0	1385.0	1664.0	528.0	2709.0	4489.0	910.0	0.0	848.0	206.0	248.0	132.0	0.0	63.0	69.0	204.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
SRR5224996	0.0	875.0	11633.0	1491.0	758.0	334.0	496.0	4750.0	83.0	0.0	0.0	133.0	0.0	60.0	0.0	55.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224997	81.0	1538.0	2620.0	518.0	1183.0	618.0	3836.0	1063.0	974.0	154.0	85.0	27.0	409.0	130.0	0.0	0.0	43.0	216.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224998	103.0	5099.0	8463.0	1243.0	1003.0	753.0	3944.0	4128.0	1182.0	178.0	467.0	130.0	454.0	84.0	0.0	22.0	74.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
SRR5225000	489.0	2690.0	7067.0	1550.0	1990.0	722.0	5297.0	2930.0	1049.0	100.0	1169.0	777.0	1494.0	0.0	29.0	355.0	228.0	0.0	88.0	50.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225001	68.0	2976.0	7394.0	2151.0	1537.0	864.0	5608.0	3625.0	532.0	219.0	306.0	205.0	1018.0	183.0	34.0	27.0	113.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225002	0.0	2030.0	4725.0	1185.0	1229.0	392.0	1174.0	3820.0	60.0	0.0	82.0	158.0	96.0	252.0	0.0	46.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225003	100.0	573.0	3229.0	707.0	964.0	458.0	3001.0	2330.0	358.0	51.0	624.0	409.0	981.0	105.0	8.0	81.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225004	70.0	940.0	4753.0	936.0	1250.0	391.0	2742.0	3608.0	308.0	86.0	377.0	63.0	656.0	143.0	0.0	179.0	0.0	172.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225005	0.0	597.0	4060.0	762.0	582.0	244.0	581.0	5353.0	0.0	0.0	132.0	60.0	0.0	235.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225006	68.0	810.0	3505.0	950.0	727.0	389.0	1629.0	1903.0	474.0	156.0	180.0	142.0	621.0	93.0	0.0	34.0	36.0	99.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225007	0.0	2150.0	3494.0	699.0	706.0	346.0	2389.0	1095.0	1205.0	0.0	144.0	131.0	179.0	160.0	0.0	0.0	32.0	421.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225008	0.0	1224.0	3490.0	752.0	543.0	731.0	863.0	3022.0	199.0	0.0	101.0	30.0	84.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225010	17.0	3438.0	8658.0	2017.0	1247.0	170.0	4220.0	4156.0	502.0	256.0	427.0	153.0	1141.0	174.0	37.0	0.0	22.0	0.0	7.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225011	0.0	675.0	4367.0	262.0	593.0	389.0	229.0	4417.0	62.0	0.0	139.0	41.0	21.0	52.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225012	16.0	794.0	3034.0	584.0	506.0	339.0	2094.0	2582.0	378.0	109.0	56.0	115.0	426.0	77.0	0.0	0.0	27.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225013	45.0	5700.0	11204.0	2439.0	1809.0	1026.0	3853.0	5552.0	1092.0	64.0	394.0	174.0	793.0	0.0	11.0	53.0	101.0	119.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225015	124.0	826.0	2675.0	296.0	668.0	674.0	2895.0	947.0	326.0	118.0	247.0	33.0	136.0	48.0	0.0	41.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225016	28.0	1315.0	3720.0	564.0	727.0	224.0	2150.0	2539.0	620.0	127.0	57.0	10.0	228.0	80.0	0.0	0.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
SRR5225019	25.0	225.0	4085.0	1111.0	493.0	107.0	2121.0	3809.0	236.0	0.0	207.0	143.0	172.0	207.0	0.0	47.0	0.0	97.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225020	0.0	435.0	5704.0	631.0	526.0	250.0	386.0	5625.0	0.0	0.0	57.0	136.0	0.0	380.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225022	0.0	1553.0	3013.0	341.0	360.0	324.0	1389.0	2291.0	518.0	0.0	21.0	13.0	59.0	80.0	0.0	0.0	19.0	227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225025	37.0	685.0	6351.0	924.0	1486.0	262.0	3553.0	3435.0	229.0	113.0	209.0	215.0	498.0	202.0	0.0	75.0	18.0	0.0	0.0	17.0	0.0	0.0	24.0	0.0	0.0	20.0	0.0	0.0	0.0
SRR5225026	0.0	892.0	6086.0	1043.0	1028.0	317.0	686.0	5540.0	146.0	0.0	10.0	31.0	0.0	237.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225027	232.0	1696.0	7271.0	1598.0	2455.0	794.0	5130.0	2954.0	728.0	282.0	1370.0	714.0	1285.0	76.0	15.0	520.0	192.0	0.0	125.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225028	24.0	375.0	3372.0	479.0	842.0	229.0	2315.0	2202.0	260.0	22.0	49.0	98.0	318.0	74.0	0.0	55.0	31.0	0.0	9.0	15.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225029	0.0	270.0	5368.0	998.0	937.0	545.0	1336.0	3635.0	49.0	0.0	0.0	152.0	0.0	340.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225030	49.0	1348.0	6243.0	534.0	838.0	331.0	2704.0	2436.0	183.0	113.0	297.0	15.0	585.0	80.0	0.0	18.0	53.0	68.0	19.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225031	0.0	1201.0	7493.0	1270.0	1312.0	656.0	685.0	6217.0	601.0	0.0	135.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5225032	54.0	1977.0	2978.0	826.0	532.0	534.0	3191.0	1344.0	952.0	148.0	0.0	0.0	265.0	110.0	0.0	33.0	51.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
