#SampleID	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__WPS-2	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Deinococcota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__RCP2-54	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Latescibacterota
SRR5224580	43.0	2893.0	7192.0	612.0	732.0	779.0	4390.0	2632.0	1307.0	271.0	562.0	85.0	775.0	30.0	0.0	34.0	197.0	124.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224581	0.0	1178.0	7977.0	1192.0	1134.0	219.0	385.0	5386.0	60.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224582	0.0	1545.0	4157.0	968.0	705.0	689.0	3606.0	1331.0	465.0	327.0	22.0	7.0	376.0	56.0	0.0	54.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224583	0.0	3170.0	5503.0	345.0	737.0	347.0	1503.0	1871.0	557.0	235.0	198.0	115.0	355.0	94.0	0.0	0.0	75.0	145.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224585	0.0	1800.0	5748.0	1144.0	1398.0	527.0	1671.0	5385.0	193.0	42.0	475.0	338.0	488.0	99.0	0.0	121.0	106.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0
SRR5224586	0.0	2235.0	5486.0	644.0	777.0	307.0	4012.0	3535.0	408.0	117.0	405.0	10.0	424.0	35.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224587	0.0	1553.0	4796.0	360.0	345.0	146.0	887.0	5232.0	53.0	0.0	90.0	38.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224588	42.0	1934.0	4786.0	883.0	1055.0	808.0	5265.0	1638.0	243.0	161.0	670.0	264.0	939.0	0.0	0.0	34.0	315.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
SRR5224589	24.0	4713.0	8077.0	1070.0	1093.0	951.0	5462.0	4733.0	828.0	215.0	1081.0	0.0	953.0	0.0	0.0	150.0	259.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	23.0	12.0	0.0	0.0
SRR5224590	0.0	2030.0	6849.0	776.0	798.0	291.0	1277.0	5374.0	88.0	0.0	798.0	17.0	0.0	26.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0
SRR5224591	57.0	5486.0	5742.0	1521.0	1134.0	949.0	3408.0	3581.0	1431.0	266.0	27.0	48.0	712.0	111.0	0.0	0.0	164.0	126.0	0.0	10.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224592	112.0	7048.0	10085.0	2106.0	2251.0	1346.0	7382.0	3364.0	1661.0	366.0	719.0	85.0	2041.0	128.0	0.0	242.0	313.0	78.0	45.0	20.0	0.0	0.0	26.0	0.0	0.0	36.0	0.0	0.0	0.0
SRR5224593	0.0	1509.0	5397.0	847.0	440.0	106.0	801.0	3656.0	22.0	0.0	200.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224594	28.0	2268.0	4522.0	607.0	936.0	399.0	3398.0	1754.0	885.0	0.0	195.0	0.0	892.0	51.0	0.0	10.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
SRR5224597	27.0	3622.0	4518.0	452.0	309.0	1385.0	2701.0	985.0	716.0	107.0	8.0	104.0	234.0	15.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
SRR5224598	0.0	1543.0	5030.0	481.0	907.0	341.0	2217.0	4171.0	467.0	125.0	33.0	51.0	337.0	41.0	0.0	20.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224599	0.0	1210.0	4733.0	213.0	109.0	132.0	438.0	2951.0	146.0	0.0	0.0	0.0	12.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224600	64.0	2506.0	5670.0	1548.0	1707.0	852.0	6060.0	2831.0	591.0	169.0	1214.0	116.0	1149.0	108.0	72.0	81.0	277.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	76.0	0.0	0.0	0.0
SRR5224601	31.0	986.0	2865.0	765.0	687.0	111.0	1571.0	2246.0	166.0	0.0	331.0	0.0	207.0	54.0	16.0	58.0	104.0	61.0	0.0	0.0	16.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224603	0.0	2096.0	3625.0	462.0	425.0	409.0	2219.0	2216.0	601.0	0.0	22.0	0.0	139.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224604	0.0	1792.0	4940.0	461.0	219.0	91.0	200.0	4031.0	0.0	0.0	60.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224605	14.0	4900.0	7343.0	1851.0	2146.0	768.0	3833.0	4279.0	1318.0	297.0	358.0	770.0	761.0	166.0	0.0	45.0	313.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	11.0	36.0	0.0	0.0
SRR5224607	0.0	1516.0	5819.0	692.0	247.0	135.0	970.0	5108.0	170.0	0.0	24.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224608	25.0	5008.0	5037.0	499.0	369.0	969.0	4280.0	1666.0	825.0	307.0	18.0	61.0	706.0	163.0	0.0	0.0	145.0	124.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0
SRR5224609	12.0	3341.0	6207.0	499.0	655.0	544.0	4084.0	2071.0	766.0	199.0	186.0	94.0	580.0	0.0	0.0	64.0	87.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224610	0.0	1639.0	4755.0	202.0	114.0	82.0	0.0	3324.0	86.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224611	125.0	1526.0	6389.0	522.0	1457.0	567.0	5149.0	3699.0	560.0	225.0	622.0	107.0	734.0	67.0	36.0	38.0	7.0	25.0	5.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224614	11.0	1432.0	3388.0	285.0	851.0	742.0	3332.0	1975.0	463.0	246.0	109.0	22.0	539.0	74.0	0.0	84.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224617	37.0	1564.0	4074.0	864.0	1200.0	631.0	3649.0	2648.0	397.0	129.0	300.0	19.0	722.0	51.0	31.0	59.0	0.0	96.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224618	62.0	1449.0	5770.0	879.0	637.0	692.0	3105.0	2840.0	645.0	140.0	135.0	0.0	585.0	56.0	0.0	81.0	113.0	137.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224619	0.0	2244.0	4968.0	1283.0	751.0	208.0	706.0	3925.0	0.0	0.0	10.0	42.0	19.0	110.0	0.0	54.0	15.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224620	37.0	2107.0	4261.0	323.0	367.0	298.0	3040.0	2252.0	568.0	105.0	254.0	0.0	262.0	33.0	0.0	15.0	68.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224622	168.0	2332.0	6784.0	1480.0	1691.0	688.0	6208.0	2473.0	891.0	236.0	408.0	282.0	1356.0	42.0	19.0	77.0	107.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224623	0.0	1458.0	6915.0	1654.0	1150.0	445.0	3921.0	2968.0	590.0	115.0	719.0	96.0	705.0	41.0	0.0	77.0	138.0	214.0	14.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224624	0.0	1126.0	5546.0	1472.0	1276.0	128.0	1474.0	4710.0	360.0	0.0	360.0	39.0	8.0	130.0	0.0	0.0	14.0	16.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224625	176.0	4138.0	9638.0	2486.0	2564.0	1200.0	6368.0	5924.0	603.0	370.0	859.0	400.0	1763.0	233.0	0.0	79.0	524.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0
SRR5224628	10.0	2984.0	7244.0	1246.0	1767.0	306.0	4033.0	4128.0	885.0	96.0	108.0	231.0	816.0	0.0	10.0	0.0	0.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224629	0.0	2082.0	4123.0	0.0	326.0	98.0	2065.0	1194.0	533.0	0.0	22.0	0.0	135.0	0.0	0.0	31.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224630	0.0	3445.0	10143.0	1314.0	1398.0	237.0	1455.0	6959.0	0.0	0.0	241.0	52.0	0.0	0.0	0.0	106.0	40.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224631	105.0	3016.0	3645.0	718.0	800.0	641.0	4119.0	1497.0	288.0	175.0	101.0	89.0	655.0	83.0	0.0	0.0	0.0	49.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224632	0.0	1999.0	3924.0	296.0	537.0	275.0	1212.0	1678.0	363.0	48.0	188.0	0.0	175.0	48.0	0.0	31.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224633	0.0	3548.0	8144.0	1344.0	1640.0	346.0	1074.0	5913.0	389.0	0.0	292.0	68.0	0.0	186.0	0.0	100.0	18.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224634	27.0	2799.0	2544.0	269.0	309.0	717.0	2299.0	545.0	379.0	152.0	0.0	0.0	354.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
SRR5224635	0.0	1840.0	3842.0	896.0	729.0	482.0	3404.0	2872.0	381.0	189.0	86.0	10.0	664.0	46.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224636	0.0	1770.0	3314.0	325.0	324.0	357.0	996.0	2855.0	38.0	0.0	133.0	16.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224637	0.0	1569.0	4963.0	348.0	725.0	381.0	2817.0	2479.0	729.0	100.0	85.0	95.0	437.0	73.0	0.0	14.0	61.0	348.0	17.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224638	0.0	823.0	4937.0	1686.0	515.0	75.0	743.0	4108.0	16.0	0.0	18.0	24.0	0.0	175.0	0.0	25.0	0.0	21.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224639	0.0	3576.0	2995.0	518.0	61.0	602.0	1358.0	1299.0	1240.0	170.0	24.0	32.0	446.0	157.0	0.0	28.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224640	29.0	2292.0	4071.0	717.0	1061.0	808.0	5686.0	2554.0	840.0	275.0	121.0	54.0	588.0	90.0	0.0	0.0	91.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224641	0.0	2193.0	4430.0	445.0	821.0	515.0	820.0	4330.0	97.0	0.0	54.0	18.0	59.0	46.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224642	0.0	2514.0	5488.0	1198.0	848.0	356.0	3124.0	2831.0	683.0	0.0	153.0	62.0	763.0	77.0	9.0	0.0	127.0	265.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224643	0.0	2145.0	6347.0	1107.0	1404.0	841.0	4465.0	2467.0	468.0	167.0	311.0	101.0	741.0	25.0	0.0	23.0	185.0	104.0	12.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224644	0.0	1323.0	6850.0	1633.0	1979.0	297.0	1435.0	5301.0	147.0	0.0	358.0	156.0	43.0	0.0	0.0	42.0	0.0	78.0	8.0	0.0	188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224645	0.0	1184.0	3559.0	923.0	771.0	320.0	1799.0	2712.0	470.0	103.0	0.0	174.0	106.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224646	9.0	4670.0	7197.0	1269.0	925.0	542.0	3952.0	3535.0	450.0	164.0	95.0	132.0	514.0	43.0	3.0	76.0	63.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224648	46.0	4927.0	6002.0	1557.0	974.0	988.0	3449.0	3363.0	2331.0	238.0	211.0	307.0	1501.0	71.0	28.0	0.0	184.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
SRR5224660	0.0	2666.0	1993.0	143.0	419.0	578.0	1795.0	1580.0	1788.0	148.0	312.0	184.0	410.0	0.0	5.0	0.0	299.0	106.0	9.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	57.0	0.0	0.0
SRR5224672	31.0	2920.0	2338.0	94.0	614.0	658.0	3014.0	1295.0	1555.0	140.0	295.0	15.0	598.0	0.0	0.0	0.0	260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0
SRR5224682	0.0	3656.0	2852.0	455.0	819.0	621.0	3734.0	1439.0	1714.0	227.0	149.0	163.0	618.0	0.0	8.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224694	0.0	2104.0	3060.0	515.0	559.0	606.0	3154.0	1166.0	1233.0	152.0	213.0	49.0	324.0	0.0	18.0	59.0	54.0	0.0	23.0	0.0	29.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224697	0.0	2178.0	2536.0	654.0	511.0	507.0	2610.0	1663.0	1095.0	114.0	203.0	187.0	180.0	47.0	0.0	26.0	58.0	209.0	13.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224699	0.0	2450.0	4672.0	299.0	448.0	161.0	236.0	3482.0	124.0	0.0	278.0	18.0	8.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
SRR5224710	0.0	807.0	6220.0	116.0	0.0	65.0	0.0	2784.0	247.0	22.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224718	0.0	4696.0	6337.0	774.0	1039.0	730.0	3847.0	2902.0	778.0	265.0	88.0	65.0	1082.0	19.0	0.0	0.0	193.0	48.0	7.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224721	0.0	7887.0	5892.0	1742.0	878.0	1151.0	3145.0	3047.0	730.0	298.0	48.0	10.0	694.0	86.0	0.0	0.0	240.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	24.0	0.0	0.0	0.0
SRR5224730	32.0	4405.0	5200.0	459.0	919.0	704.0	3961.0	1747.0	1915.0	251.0	293.0	58.0	914.0	0.0	52.0	0.0	121.0	222.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	33.0	0.0	0.0
SRR5224742	13.0	4137.0	2862.0	178.0	621.0	694.0	3145.0	1399.0	764.0	162.0	330.0	0.0	890.0	27.0	0.0	0.0	96.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
SRR5224753	0.0	1758.0	5501.0	159.0	385.0	123.0	276.0	5822.0	286.0	0.0	247.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
SRR5224772	0.0	718.0	2120.0	585.0	589.0	500.0	2519.0	2729.0	419.0	71.0	787.0	75.0	123.0	37.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224789	0.0	698.0	4631.0	1364.0	736.0	285.0	1285.0	2821.0	79.0	30.0	16.0	108.0	157.0	55.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224790	6.0	1111.0	2490.0	465.0	746.0	469.0	1720.0	2271.0	558.0	163.0	292.0	97.0	392.0	88.0	0.0	46.0	54.0	112.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224796	0.0	1371.0	4198.0	669.0	1196.0	623.0	2781.0	2652.0	400.0	175.0	563.0	232.0	375.0	53.0	49.0	70.0	81.0	0.0	5.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224801	0.0	548.0	3799.0	1016.0	643.0	226.0	1094.0	2382.0	42.0	0.0	215.0	140.0	47.0	69.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224804	0.0	1519.0	2937.0	906.0	426.0	430.0	763.0	2649.0	120.0	0.0	139.0	63.0	23.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224805	0.0	960.0	3532.0	490.0	850.0	447.0	2684.0	1782.0	377.0	156.0	447.0	172.0	648.0	57.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224808	8.0	1386.0	3754.0	619.0	1212.0	732.0	3125.0	2575.0	411.0	197.0	299.0	24.0	542.0	113.0	0.0	61.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224814	0.0	1573.0	4065.0	685.0	780.0	777.0	3395.0	2117.0	339.0	426.0	85.0	51.0	620.0	81.0	14.0	61.0	169.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
SRR5224816	0.0	908.0	3102.0	467.0	559.0	582.0	2720.0	1490.0	552.0	197.0	646.0	188.0	561.0	91.0	18.0	44.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224822	68.0	593.0	2622.0	476.0	712.0	592.0	2672.0	1808.0	478.0	366.0	732.0	613.0	795.0	45.0	0.0	51.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224834	0.0	1445.0	1697.0	451.0	761.0	680.0	2747.0	1634.0	307.0	106.0	110.0	45.0	637.0	87.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224846	0.0	1632.0	3866.0	628.0	903.0	636.0	4449.0	1231.0	572.0	197.0	1391.0	357.0	1256.0	0.0	0.0	44.0	52.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224858	0.0	1354.0	1771.0	784.0	730.0	670.0	3954.0	1118.0	878.0	244.0	259.0	75.0	176.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	30.0	11.0
SRR5224863	479.0	1938.0	8188.0	1574.0	1733.0	936.0	6552.0	2887.0	610.0	345.0	1012.0	553.0	1111.0	92.0	16.0	26.0	66.0	97.0	67.0	0.0	0.0	0.0	7.0	0.0	0.0	46.0	0.0	0.0	0.0
SRR5224864	22.0	1593.0	7182.0	1377.0	1774.0	792.0	4947.0	6929.0	406.0	347.0	859.0	112.0	360.0	41.0	0.0	91.0	199.0	148.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224866	45.0	1797.0	4554.0	869.0	702.0	591.0	3555.0	2430.0	781.0	377.0	0.0	178.0	474.0	40.0	5.0	0.0	67.0	84.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224867	0.0	2661.0	5493.0	445.0	398.0	252.0	1803.0	2699.0	813.0	134.0	0.0	0.0	220.0	42.0	0.0	9.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224868	0.0	1488.0	6320.0	686.0	132.0	108.0	236.0	3892.0	209.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224869	0.0	2103.0	2142.0	456.0	532.0	874.0	2860.0	1523.0	758.0	101.0	46.0	0.0	255.0	84.0	0.0	0.0	167.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224870	46.0	1700.0	6440.0	372.0	932.0	331.0	4139.0	2635.0	745.0	103.0	40.0	0.0	307.0	34.0	13.0	53.0	241.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224873	65.0	3975.0	7394.0	1004.0	1528.0	466.0	5969.0	3999.0	761.0	304.0	595.0	147.0	853.0	90.0	10.0	207.0	172.0	160.0	22.0	0.0	0.0	0.0	49.0	20.0	0.0	0.0	0.0	0.0	0.0
SRR5224875	260.0	1707.0	6923.0	1055.0	1211.0	665.0	4537.0	2645.0	509.0	200.0	822.0	299.0	511.0	110.0	78.0	8.0	171.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0
SRR5224876	70.0	3876.0	7217.0	675.0	773.0	578.0	4934.0	3610.0	377.0	172.0	138.0	12.0	702.0	36.0	0.0	29.0	180.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224878	33.0	5100.0	4951.0	978.0	482.0	1182.0	5670.0	1482.0	1401.0	189.0	14.0	0.0	1062.0	78.0	0.0	0.0	195.0	167.0	30.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224879	13.0	3412.0	5782.0	519.0	682.0	524.0	3435.0	3480.0	499.0	297.0	56.0	74.0	429.0	33.0	0.0	41.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224881	360.0	1178.0	5338.0	1096.0	863.0	681.0	5573.0	2130.0	679.0	205.0	841.0	103.0	822.0	50.0	0.0	13.0	31.0	170.0	13.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224882	64.0	1368.0	6754.0	1833.0	1719.0	752.0	5310.0	5785.0	505.0	302.0	952.0	36.0	782.0	118.0	25.0	56.0	263.0	424.0	0.0	0.0	112.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
SRR5224883	0.0	1347.0	6487.0	1489.0	1258.0	452.0	1091.0	6237.0	0.0	0.0	152.0	109.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224884	359.0	1738.0	4514.0	387.0	920.0	760.0	4746.0	1702.0	484.0	264.0	144.0	102.0	467.0	47.0	0.0	6.0	68.0	49.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
SRR5224885	5.0	3569.0	7346.0	1050.0	1024.0	575.0	4365.0	3361.0	1553.0	102.0	168.0	50.0	794.0	197.0	0.0	52.0	0.0	190.0	60.0	0.0	0.0	0.0	12.0	0.0	0.0	21.0	0.0	0.0	0.0
SRR5224887	58.0	3364.0	5026.0	477.0	828.0	795.0	3234.0	3126.0	600.0	180.0	44.0	4.0	825.0	88.0	0.0	19.0	4.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224888	17.0	2893.0	6832.0	415.0	694.0	481.0	2823.0	3741.0	503.0	43.0	0.0	161.0	246.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224890	318.0	3522.0	6741.0	656.0	571.0	1222.0	5034.0	3282.0	1640.0	142.0	559.0	288.0	692.0	50.0	42.0	0.0	173.0	97.0	61.0	38.0	0.0	0.0	7.0	0.0	0.0	28.0	0.0	0.0	0.0
SRR5224891	106.0	1367.0	11303.0	2116.0	2396.0	1187.0	7778.0	6089.0	459.0	314.0	1701.0	136.0	965.0	82.0	29.0	109.0	429.0	73.0	83.0	14.0	15.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
SRR5224893	27.0	2199.0	2853.0	193.0	288.0	802.0	4536.0	965.0	584.0	137.0	19.0	53.0	460.0	24.0	0.0	12.0	19.0	127.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
SRR5224894	159.0	2642.0	4549.0	430.0	937.0	460.0	5331.0	2057.0	79.0	197.0	319.0	54.0	570.0	28.0	5.0	22.0	58.0	113.0	14.0	68.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
