#SampleID	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__Patescibacteria;c__Parcubacteria	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Patescibacteria;c__Gracilibacteria	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	d__Bacteria;p__Chloroflexi;c__TK10	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Planctomycetota;c__BD7-11	d__Bacteria;p__Spirochaetota;c__Spirochaetia	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__RCP2-54;c__RCP2-54	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia	d__Bacteria;p__Gemmatimonadota;c__AKAU4049	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Firmicutes;c__BRH-c20a	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Chloroflexi;c__AD3	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia	d__Bacteria;p__Patescibacteria;c__Microgenomatia	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Planctomycetota;c__OM190	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__Kazania	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Patescibacteria;c__CPR2	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia	d__Bacteria;p__Patescibacteria;c__ABY1	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia	d__Bacteria;p__Acidobacteriota;c__Subgroup_22
SRR5224546	15.0	0.0	2536.0	661.0	1712.0	24.0	1966.0	4084.0	2319.0	637.0	529.0	209.0	9.0	210.0	351.0	131.0	98.0	85.0	35.0	487.0	283.0	1152.0	18.0	85.0	33.0	132.0	488.0	0.0	140.0	567.0	104.0	15.0	278.0	192.0	9.0	0.0	17.0	149.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224547	0.0	0.0	4391.0	1350.0	1666.0	94.0	3956.0	3991.0	4219.0	1645.0	155.0	310.0	49.0	312.0	349.0	40.0	58.0	10.0	8.0	455.0	462.0	927.0	139.0	26.0	5.0	172.0	87.0	0.0	178.0	512.0	94.0	0.0	274.0	135.0	0.0	102.0	26.0	35.0	0.0	32.0	90.0	0.0	0.0	106.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224548	0.0	0.0	3114.0	567.0	603.0	0.0	2148.0	218.0	3997.0	360.0	0.0	0.0	0.0	103.0	0.0	0.0	23.0	0.0	17.0	45.0	34.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224549	0.0	21.0	2143.0	316.0	723.0	27.0	1302.0	2516.0	782.0	1825.0	443.0	894.0	0.0	211.0	214.0	0.0	0.0	154.0	36.0	396.0	20.0	507.0	30.0	0.0	0.0	47.0	0.0	0.0	96.0	112.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	233.0	0.0	60.0	12.0	0.0	0.0	0.0	0.0	22.0	0.0	16.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224550	0.0	20.0	2542.0	492.0	989.0	37.0	2825.0	2911.0	2805.0	3462.0	686.0	243.0	0.0	271.0	228.0	0.0	81.0	0.0	0.0	487.0	129.0	308.0	54.0	7.0	0.0	50.0	0.0	0.0	99.0	269.0	98.0	11.0	37.0	80.0	0.0	0.0	0.0	146.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224551	0.0	0.0	1507.0	144.0	264.0	0.0	2272.0	825.0	2761.0	1619.0	98.0	55.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	602.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224552	24.0	46.0	3635.0	1265.0	1669.0	111.0	3709.0	4756.0	2939.0	1838.0	212.0	427.0	0.0	681.0	353.0	38.0	228.0	311.0	85.0	549.0	648.0	1434.0	55.0	69.0	26.0	165.0	129.0	19.0	158.0	647.0	0.0	22.0	516.0	113.0	0.0	0.0	0.0	193.0	0.0	47.0	142.0	0.0	0.0	0.0	0.0	21.0	0.0	82.0	19.0	4.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224553	0.0	0.0	4454.0	1509.0	1279.0	0.0	2904.0	3533.0	4424.0	740.0	384.0	0.0	0.0	336.0	254.0	0.0	48.0	16.0	102.0	120.0	226.0	929.0	19.0	0.0	0.0	30.0	81.0	0.0	127.0	613.0	91.0	0.0	238.0	141.0	0.0	0.0	0.0	26.0	0.0	0.0	76.0	0.0	0.0	92.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224554	0.0	0.0	2287.0	689.0	445.0	0.0	1679.0	529.0	3867.0	321.0	10.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	64.0	13.0	19.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	172.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224555	23.0	0.0	2510.0	576.0	588.0	0.0	1830.0	3744.0	1058.0	1731.0	210.0	531.0	0.0	313.0	224.0	0.0	7.0	8.0	0.0	672.0	181.0	444.0	72.0	0.0	0.0	31.0	0.0	0.0	71.0	238.0	165.0	0.0	0.0	71.0	0.0	131.0	0.0	282.0	0.0	52.0	10.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224556	0.0	123.0	2758.0	463.0	568.0	0.0	2781.0	2934.0	3348.0	3759.0	855.0	428.0	4.0	0.0	145.0	0.0	29.0	0.0	11.0	399.0	58.0	374.0	37.0	0.0	0.0	24.0	0.0	0.0	49.0	239.0	110.0	0.0	124.0	122.0	0.0	19.0	0.0	26.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224558	0.0	0.0	2174.0	657.0	1408.0	93.0	2728.0	2964.0	3463.0	672.0	406.0	0.0	0.0	153.0	256.0	115.0	88.0	26.0	57.0	392.0	52.0	666.0	44.0	0.0	0.0	21.0	10.0	0.0	69.0	527.0	56.0	0.0	443.0	75.0	0.0	0.0	14.0	20.0	0.0	0.0	56.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224559	26.0	48.0	3302.0	1653.0	1554.0	101.0	4113.0	2955.0	6995.0	2050.0	862.0	162.0	0.0	617.0	300.0	16.0	71.0	0.0	0.0	294.0	351.0	547.0	83.0	0.0	0.0	57.0	62.0	0.0	200.0	622.0	41.0	29.0	302.0	95.0	0.0	212.0	0.0	162.0	0.0	0.0	43.0	0.0	0.0	66.0	0.0	0.0	0.0	81.0	16.0	0.0	11.0	0.0	0.0	0.0	42.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224560	0.0	174.0	3646.0	1040.0	777.0	52.0	2830.0	248.0	3509.0	1538.0	79.0	22.0	0.0	155.0	0.0	0.0	113.0	0.0	50.0	51.0	138.0	0.0	42.0	0.0	0.0	126.0	0.0	0.0	11.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224561	71.0	22.0	2114.0	555.0	1063.0	14.0	1661.0	2994.0	2601.0	821.0	349.0	98.0	0.0	87.0	260.0	209.0	42.0	0.0	0.0	516.0	133.0	579.0	32.0	75.0	0.0	94.0	245.0	0.0	103.0	446.0	107.0	0.0	145.0	96.0	0.0	0.0	32.0	25.0	0.0	0.0	67.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224562	0.0	27.0	3233.0	451.0	703.0	49.0	2431.0	1791.0	2411.0	1927.0	250.0	367.0	0.0	33.0	208.0	0.0	59.0	13.0	10.0	202.0	384.0	548.0	0.0	0.0	0.0	80.0	0.0	0.0	195.0	331.0	46.0	0.0	100.0	123.0	0.0	50.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224563	0.0	138.0	2507.0	1405.0	688.0	101.0	2849.0	1163.0	4107.0	2653.0	44.0	70.0	0.0	121.0	13.0	0.0	26.0	0.0	32.0	617.0	516.0	45.0	38.0	0.0	0.0	59.0	0.0	0.0	12.0	219.0	12.0	0.0	35.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224564	0.0	0.0	2322.0	622.0	984.0	0.0	2250.0	2704.0	2369.0	2908.0	483.0	506.0	0.0	382.0	166.0	0.0	34.0	0.0	19.0	460.0	67.0	425.0	89.0	14.0	0.0	0.0	0.0	0.0	117.0	207.0	59.0	0.0	9.0	81.0	28.0	0.0	0.0	53.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224565	20.0	27.0	3012.0	347.0	518.0	25.0	3057.0	2225.0	2297.0	2372.0	313.0	334.0	0.0	144.0	231.0	0.0	33.0	76.0	0.0	340.0	166.0	520.0	41.0	0.0	0.0	31.0	0.0	0.0	134.0	187.0	12.0	16.0	104.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224567	0.0	0.0	2851.0	1511.0	1777.0	0.0	2943.0	4427.0	5300.0	1076.0	437.0	247.0	0.0	360.0	287.0	90.0	39.0	107.0	40.0	412.0	222.0	1789.0	178.0	66.0	0.0	64.0	364.0	10.0	248.0	775.0	70.0	0.0	485.0	165.0	0.0	86.0	123.0	45.0	0.0	22.0	88.0	0.0	0.0	22.0	0.0	45.0	0.0	46.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224568	0.0	34.0	5340.0	1737.0	2107.0	133.0	5337.0	4131.0	6488.0	2015.0	476.0	271.0	0.0	469.0	251.0	0.0	136.0	20.0	14.0	614.0	248.0	617.0	126.0	0.0	23.0	48.0	53.0	0.0	182.0	171.0	84.0	0.0	317.0	207.0	0.0	191.0	34.0	326.0	0.0	38.0	127.0	0.0	17.0	168.0	0.0	0.0	51.0	0.0	14.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	79.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224569	0.0	0.0	1980.0	321.0	692.0	0.0	2492.0	143.0	4534.0	443.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	59.0	36.0	27.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224570	0.0	0.0	1341.0	101.0	605.0	0.0	1383.0	1858.0	1273.0	1148.0	385.0	665.0	0.0	323.0	51.0	0.0	0.0	0.0	0.0	259.0	81.0	224.0	70.0	17.0	0.0	0.0	0.0	0.0	52.0	176.0	44.0	0.0	58.0	0.0	0.0	0.0	0.0	128.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224571	0.0	63.0	3424.0	788.0	1064.0	31.0	3064.0	3981.0	4286.0	6289.0	272.0	767.0	0.0	166.0	181.0	0.0	24.0	10.0	0.0	448.0	66.0	463.0	67.0	0.0	0.0	17.0	0.0	0.0	99.0	354.0	83.0	0.0	25.0	96.0	0.0	21.0	0.0	117.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224573	87.0	46.0	3690.0	953.0	1564.0	35.0	3858.0	4541.0	2781.0	1063.0	229.0	386.0	66.0	334.0	250.0	208.0	171.0	205.0	43.0	541.0	681.0	1381.0	121.0	57.0	22.0	190.0	326.0	36.0	227.0	501.0	129.0	0.0	393.0	160.0	0.0	0.0	111.0	117.0	0.0	0.0	159.0	0.0	0.0	36.0	0.0	19.0	0.0	46.0	0.0	12.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224574	0.0	0.0	3631.0	593.0	502.0	0.0	2874.0	2475.0	4806.0	2746.0	474.0	238.0	0.0	37.0	237.0	0.0	6.0	0.0	46.0	241.0	126.0	396.0	0.0	0.0	0.0	15.0	0.0	0.0	114.0	520.0	0.0	0.0	221.0	74.0	0.0	72.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224575	0.0	0.0	3788.0	433.0	179.0	0.0	2422.0	94.0	3249.0	1202.0	28.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0	102.0	16.0	66.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224576	21.0	105.0	4974.0	1311.0	1444.0	178.0	3310.0	5822.0	2615.0	7220.0	1687.0	2807.0	0.0	334.0	515.0	0.0	28.0	232.0	36.0	1084.0	45.0	1664.0	111.0	14.0	16.0	27.0	0.0	0.0	542.0	226.0	84.0	0.0	56.0	46.0	0.0	122.0	7.0	826.0	0.0	101.0	31.0	31.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	119.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224577	23.0	10.0	3635.0	591.0	1350.0	87.0	3173.0	4060.0	2817.0	2536.0	359.0	332.0	0.0	248.0	246.0	26.0	88.0	9.0	0.0	459.0	239.0	1039.0	0.0	0.0	0.0	115.0	0.0	0.0	119.0	385.0	0.0	0.0	393.0	64.0	0.0	119.0	15.0	0.0	0.0	39.0	95.0	0.0	0.0	0.0	0.0	11.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224579	20.0	119.0	3804.0	1906.0	1710.0	227.0	3027.0	2249.0	4528.0	2917.0	399.0	357.0	0.0	333.0	64.0	0.0	190.0	82.0	204.0	543.0	345.0	1336.0	34.0	0.0	193.0	164.0	24.0	0.0	20.0	947.0	22.0	0.0	154.0	77.0	0.0	41.0	0.0	212.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	7.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
