#SampleID	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__Patescibacteria;c__Parcubacteria	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Patescibacteria;c__Gracilibacteria	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	d__Bacteria;p__Chloroflexi;c__TK10	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Planctomycetota;c__BD7-11	d__Bacteria;p__Spirochaetota;c__Spirochaetia	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__RCP2-54;c__RCP2-54	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia	d__Bacteria;p__Gemmatimonadota;c__AKAU4049	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Firmicutes;c__BRH-c20a	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Chloroflexi;c__AD3	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia	d__Bacteria;p__Patescibacteria;c__Microgenomatia	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Planctomycetota;c__OM190	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__Kazania	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Patescibacteria;c__CPR2	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia	d__Bacteria;p__Patescibacteria;c__ABY1	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia	d__Bacteria;p__Acidobacteriota;c__Subgroup_22
SRR5224834	0.0	46.0	818.0	401.0	761.0	0.0	879.0	2547.0	1601.0	1229.0	227.0	170.0	0.0	50.0	106.0	9.0	0.0	45.0	0.0	680.0	89.0	637.0	87.0	0.0	0.0	0.0	12.0	0.0	176.0	85.0	25.0	0.0	35.0	55.0	0.0	0.0	0.0	80.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224846	0.0	0.0	2079.0	435.0	903.0	0.0	1787.0	3704.0	1169.0	1163.0	519.0	469.0	0.0	193.0	197.0	51.0	0.0	333.0	24.0	608.0	998.0	1256.0	0.0	0.0	0.0	44.0	332.0	0.0	52.0	307.0	101.0	0.0	271.0	66.0	0.0	0.0	0.0	53.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224858	0.0	0.0	1233.0	466.0	730.0	0.0	538.0	2662.0	1084.0	569.0	740.0	785.0	0.0	237.0	244.0	0.0	67.0	69.0	6.0	603.0	59.0	127.0	53.0	0.0	0.0	0.0	167.0	14.0	0.0	785.0	113.0	0.0	351.0	43.0	33.0	0.0	0.0	138.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	81.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
SRR5224863	266.0	0.0	5147.0	1128.0	1721.0	0.0	3041.0	5826.0	2823.0	1813.0	369.0	125.0	12.0	446.0	345.0	0.0	40.0	445.0	108.0	798.0	751.0	1111.0	92.0	202.0	16.0	26.0	253.0	0.0	66.0	246.0	151.0	23.0	183.0	146.0	0.0	97.0	57.0	241.0	0.0	75.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	11.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224864	0.0	15.0	3985.0	1137.0	1774.0	31.0	3197.0	3943.0	6856.0	1518.0	203.0	60.0	0.0	240.0	347.0	0.0	281.0	76.0	36.0	480.0	812.0	360.0	41.0	16.0	0.0	91.0	0.0	0.0	199.0	797.0	55.0	0.0	58.0	94.0	0.0	148.0	0.0	203.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224866	45.0	65.0	3212.0	573.0	702.0	0.0	1342.0	3212.0	2416.0	993.0	631.0	739.0	0.0	296.0	377.0	0.0	0.0	162.0	16.0	591.0	0.0	474.0	40.0	0.0	5.0	0.0	0.0	0.0	67.0	132.0	90.0	0.0	35.0	86.0	0.0	84.0	0.0	150.0	0.0	0.0	14.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224867	0.0	0.0	2753.0	330.0	381.0	0.0	2740.0	1536.0	2699.0	2414.0	782.0	247.0	17.0	115.0	134.0	0.0	0.0	0.0	0.0	252.0	0.0	220.0	42.0	0.0	0.0	9.0	0.0	0.0	0.0	162.0	47.0	0.0	0.0	58.0	0.0	51.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224868	0.0	0.0	3646.0	686.0	132.0	0.0	2674.0	198.0	3892.0	1467.0	209.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224869	0.0	0.0	1140.0	341.0	532.0	19.0	1002.0	2599.0	1523.0	1692.0	503.0	411.0	0.0	115.0	101.0	0.0	0.0	0.0	0.0	838.0	46.0	255.0	84.0	0.0	0.0	0.0	0.0	0.0	167.0	51.0	94.0	0.0	51.0	65.0	0.0	113.0	0.0	255.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224870	30.0	19.0	3529.0	325.0	924.0	0.0	2911.0	3904.0	2635.0	1533.0	712.0	148.0	8.0	47.0	103.0	0.0	25.0	0.0	0.0	306.0	32.0	307.0	34.0	16.0	13.0	53.0	8.0	0.0	241.0	52.0	116.0	0.0	18.0	49.0	0.0	55.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224873	65.0	23.0	3997.0	815.0	1528.0	3.0	3397.0	4877.0	3944.0	2936.0	564.0	1016.0	0.0	189.0	304.0	7.0	76.0	147.0	0.0	343.0	530.0	853.0	90.0	0.0	10.0	207.0	11.0	0.0	172.0	611.0	82.0	0.0	279.0	120.0	0.0	160.0	0.0	197.0	0.0	27.0	55.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	49.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224875	142.0	0.0	3398.0	778.0	1203.0	0.0	3525.0	4341.0	2619.0	1573.0	406.0	134.0	8.0	277.0	200.0	0.0	0.0	229.0	70.0	647.0	588.0	511.0	110.0	118.0	78.0	8.0	198.0	0.0	171.0	85.0	2.0	0.0	109.0	0.0	0.0	0.0	41.0	103.0	0.0	18.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224876	61.0	18.0	3743.0	535.0	773.0	0.0	3474.0	4427.0	3598.0	3513.0	296.0	345.0	0.0	140.0	172.0	0.0	0.0	0.0	12.0	578.0	138.0	702.0	36.0	9.0	0.0	29.0	0.0	0.0	165.0	333.0	64.0	0.0	53.0	57.0	0.0	13.0	0.0	81.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224878	33.0	0.0	3109.0	796.0	482.0	27.0	1842.0	5314.0	1464.0	3347.0	796.0	1753.0	0.0	182.0	189.0	0.0	0.0	0.0	0.0	1051.0	14.0	1062.0	78.0	0.0	0.0	0.0	0.0	0.0	146.0	159.0	69.0	0.0	95.0	33.0	0.0	167.0	30.0	605.0	0.0	76.0	18.0	79.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224879	0.0	21.0	3283.0	421.0	682.0	9.0	2499.0	3026.0	3469.0	3146.0	462.0	245.0	0.0	98.0	297.0	0.0	19.0	74.0	0.0	471.0	56.0	429.0	33.0	13.0	0.0	41.0	0.0	0.0	85.0	184.0	69.0	0.0	61.0	49.0	0.0	0.0	0.0	37.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224881	178.0	0.0	2743.0	761.0	845.0	0.0	2595.0	5276.0	2118.0	843.0	420.0	335.0	18.0	335.0	205.0	0.0	39.0	103.0	0.0	615.0	584.0	805.0	50.0	182.0	0.0	13.0	257.0	17.0	31.0	73.0	47.0	0.0	24.0	153.0	0.0	170.0	13.0	245.0	0.0	0.0	12.0	14.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224882	42.0	0.0	4200.0	1545.0	1680.0	59.0	2554.0	4838.0	5679.0	1196.0	251.0	152.0	39.0	288.0	302.0	0.0	149.0	36.0	0.0	527.0	669.0	782.0	118.0	22.0	25.0	56.0	189.0	0.0	263.0	356.0	39.0	17.0	0.0	77.0	0.0	424.0	0.0	254.0	0.0	0.0	106.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224883	0.0	117.0	3537.0	1448.0	1258.0	0.0	2950.0	997.0	6237.0	1230.0	0.0	0.0	0.0	41.0	0.0	0.0	94.0	109.0	0.0	358.0	152.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224884	172.0	27.0	2394.0	306.0	920.0	14.0	2120.0	4192.0	1635.0	1321.0	314.0	390.0	0.0	81.0	264.0	0.0	0.0	102.0	0.0	746.0	112.0	467.0	47.0	187.0	0.0	6.0	32.0	0.0	68.0	185.0	111.0	0.0	98.0	146.0	0.0	49.0	17.0	170.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224885	0.0	47.0	4091.0	912.0	1024.0	0.0	3255.0	3688.0	3346.0	2915.0	594.0	607.0	0.0	138.0	102.0	0.0	14.0	33.0	17.0	539.0	168.0	794.0	197.0	0.0	0.0	52.0	0.0	0.0	0.0	319.0	44.0	0.0	125.0	189.0	0.0	181.0	40.0	959.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	5.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224887	0.0	71.0	2672.0	278.0	828.0	13.0	2354.0	2951.0	3124.0	2051.0	515.0	1242.0	0.0	199.0	180.0	0.0	0.0	4.0	0.0	782.0	31.0	795.0	88.0	58.0	0.0	19.0	13.0	30.0	0.0	134.0	65.0	0.0	15.0	69.0	0.0	0.0	0.0	80.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224888	0.0	7.0	3646.0	289.0	694.0	18.0	3186.0	2499.0	3741.0	2570.0	462.0	314.0	0.0	126.0	43.0	0.0	0.0	0.0	161.0	463.0	0.0	246.0	0.0	17.0	0.0	0.0	0.0	0.0	39.0	165.0	69.0	0.0	26.0	64.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224890	150.0	14.0	3903.0	499.0	571.0	20.0	2838.0	4711.0	3261.0	2751.0	760.0	757.0	0.0	157.0	142.0	0.0	0.0	138.0	150.0	1192.0	407.0	692.0	50.0	168.0	42.0	0.0	152.0	0.0	168.0	185.0	20.0	0.0	86.0	32.0	0.0	97.0	61.0	832.0	0.0	0.0	21.0	38.0	0.0	0.0	0.0	10.0	48.0	0.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224891	85.0	0.0	5992.0	1825.0	2266.0	22.0	5311.0	7089.0	5984.0	1216.0	353.0	151.0	130.0	291.0	314.0	44.0	193.0	98.0	38.0	761.0	1169.0	965.0	82.0	21.0	29.0	109.0	412.0	0.0	384.0	440.0	43.0	0.0	103.0	103.0	0.0	73.0	59.0	106.0	0.0	86.0	105.0	14.0	24.0	15.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	39.0	0.0	25.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224893	0.0	35.0	2149.0	193.0	288.0	0.0	704.0	3998.0	965.0	1265.0	425.0	899.0	0.0	0.0	137.0	0.0	0.0	53.0	0.0	780.0	19.0	460.0	24.0	27.0	0.0	12.0	0.0	0.0	0.0	139.0	182.0	0.0	67.0	144.0	0.0	127.0	0.0	159.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224894	121.0	79.0	2688.0	355.0	937.0	12.0	1861.0	4887.0	2024.0	2116.0	2.0	447.0	0.0	75.0	197.0	0.0	8.0	15.0	39.0	440.0	291.0	570.0	28.0	38.0	5.0	22.0	28.0	0.0	58.0	158.0	110.0	0.0	126.0	50.0	0.0	113.0	14.0	77.0	0.0	0.0	33.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224897	127.0	38.0	3731.0	515.0	1232.0	0.0	2296.0	3602.0	2688.0	2125.0	298.0	946.0	25.0	167.0	178.0	0.0	0.0	0.0	0.0	418.0	356.0	707.0	35.0	34.0	18.0	0.0	70.0	0.0	121.0	166.0	33.0	27.0	54.0	98.0	0.0	74.0	19.0	161.0	0.0	0.0	17.0	73.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	5.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224899	64.0	16.0	2035.0	174.0	339.0	0.0	1448.0	3463.0	2091.0	1102.0	216.0	710.0	0.0	0.0	241.0	0.0	0.0	0.0	0.0	531.0	42.0	313.0	60.0	16.0	0.0	0.0	0.0	0.0	89.0	0.0	21.0	0.0	49.0	44.0	0.0	214.0	0.0	132.0	0.0	0.0	34.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224900	24.0	0.0	3528.0	719.0	1230.0	38.0	3538.0	4014.0	3223.0	2924.0	758.0	1222.0	0.0	267.0	194.0	0.0	132.0	73.0	28.0	709.0	403.0	1188.0	33.0	15.0	0.0	140.0	0.0	0.0	193.0	318.0	35.0	0.0	290.0	33.0	8.0	314.0	0.0	695.0	0.0	88.0	17.0	0.0	0.0	0.0	0.0	28.0	75.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5224901	0.0	59.0	3825.0	834.0	568.0	0.0	3798.0	642.0	5194.0	2342.0	167.0	47.0	0.0	0.0	0.0	0.0	24.0	55.0	0.0	419.0	170.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	49.0	0.0	36.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
