#SampleID	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Firmicutes	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Deinococcota	d__Bacteria;p__Dependentiae	d__Bacteria;p__RCP2-54	d__Bacteria;p__WPS-2	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__TX1A-33	d__Bacteria;p__FCPU426	d__Bacteria;p__Halanaerobiaeota	d__Bacteria;p__MBNT15	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__WS2
SRR11143355	51.0	828.0	4721.0	3170.0	10.0	76.0	0.0	311.0	84.0	42.0	0.0	381.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143356	740.0	870.0	5130.0	1904.0	0.0	71.0	0.0	946.0	101.0	59.0	565.0	253.0	163.0	97.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143359	787.0	1007.0	5741.0	1392.0	0.0	0.0	33.0	480.0	129.0	33.0	532.0	513.0	49.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143363	1043.0	1459.0	5091.0	1775.0	0.0	251.0	26.0	1051.0	152.0	130.0	407.0	604.0	215.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143365	887.0	1832.0	4627.0	1233.0	0.0	134.0	0.0	227.0	198.0	55.0	436.0	408.0	34.0	108.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143372	145.0	2291.0	5698.0	2383.0	0.0	0.0	0.0	291.0	40.0	336.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143378	322.0	2636.0	5336.0	2270.0	0.0	44.0	0.0	697.0	120.0	129.0	333.0	83.0	138.0	55.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143380	1105.0	1411.0	6705.0	2356.0	0.0	82.0	0.0	635.0	387.0	72.0	498.0	598.0	125.0	156.0	0.0	31.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143386	457.0	2285.0	5583.0	1316.0	0.0	22.0	0.0	0.0	136.0	226.0	914.0	63.0	26.0	26.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11143388	1363.0	1943.0	6869.0	2964.0	0.0	218.0	54.0	1142.0	330.0	71.0	319.0	680.0	49.0	171.0	0.0	47.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
