#SampleID	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__MBNT15	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Spirochaetota	d__Bacteria;p__FCPU426	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__WS2	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__RCP2-54	d__Bacteria;p__WPS-2	d__Bacteria;p__NB1-j	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WS4	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Deferribacterota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__GAL15	d__Bacteria;p__Sva0485	d__Bacteria;p__TX1A-33	d__Bacteria;p__Dadabacteria	d__Bacteria;p__WS1	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__PAUC34f	d__Bacteria;p__TA06
SRR20680548	37822.0	18675.0	6313.0	4299.0	4798.0	22845.0	6946.0	11067.0	256.0	27779.0	1602.0	472.0	394.0	26958.0	267.0	2446.0	742.0	487.0	71.0	0.0	6.0	98.0	331.0	168.0	393.0	519.0	1306.0	9.0	16.0	0.0	408.0	117.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680549	24899.0	10945.0	8904.0	3655.0	2571.0	15153.0	5518.0	9400.0	164.0	21407.0	1358.0	532.0	79.0	46743.0	250.0	922.0	522.0	321.0	206.0	17.0	222.0	232.0	348.0	44.0	263.0	419.0	1626.0	26.0	31.0	4.0	358.0	82.0	11.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680551	39726.0	20020.0	5343.0	5280.0	5427.0	25210.0	8300.0	14952.0	338.0	28173.0	2147.0	518.0	349.0	8905.0	533.0	2882.0	504.0	532.0	62.0	68.0	0.0	234.0	460.0	70.0	407.0	951.0	1192.0	26.0	22.0	17.0	569.0	87.0	10.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680552	58112.0	41507.0	8395.0	3999.0	4416.0	12617.0	7376.0	10152.0	77.0	14450.0	909.0	673.0	164.0	1703.0	126.0	344.0	2138.0	601.0	33.0	23.0	16.0	82.0	160.0	107.0	215.0	189.0	212.0	7.0	3.0	33.0	56.0	123.0	16.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680553	82673.0	46946.0	12985.0	9227.0	8734.0	18996.0	12219.0	16609.0	613.0	12555.0	1257.0	1445.0	143.0	1567.0	369.0	804.0	2197.0	1105.0	35.0	130.0	7.0	186.0	405.0	137.0	420.0	298.0	340.0	12.0	9.0	52.0	73.0	175.0	11.0	22.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680554	53952.0	34510.0	6184.0	4173.0	3346.0	11075.0	5518.0	8698.0	119.0	10446.0	838.0	814.0	10.0	3769.0	158.0	251.0	5686.0	526.0	9.0	55.0	17.0	77.0	217.0	58.0	221.0	177.0	275.0	4.0	4.0	30.0	61.0	177.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680555	33163.0	16874.0	4068.0	6663.0	5433.0	22931.0	7017.0	16642.0	87.0	24109.0	2035.0	312.0	221.0	15699.0	390.0	2503.0	838.0	79.0	7.0	53.0	0.0	180.0	543.0	109.0	361.0	395.0	772.0	0.0	0.0	13.0	687.0	77.0	17.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680556	50701.0	31551.0	7080.0	5636.0	8932.0	16950.0	7587.0	9448.0	280.0	16797.0	692.0	1281.0	128.0	7054.0	323.0	715.0	1998.0	996.0	39.0	168.0	23.0	397.0	321.0	64.0	481.0	488.0	509.0	78.0	0.0	77.0	32.0	52.0	18.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680557	65251.0	28120.0	8381.0	9943.0	9657.0	27689.0	10604.0	12314.0	756.0	21127.0	971.0	1699.0	87.0	4877.0	640.0	1192.0	1764.0	796.0	115.0	259.0	50.0	540.0	783.0	129.0	459.0	652.0	477.0	34.0	29.0	146.0	26.0	123.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680558	43857.0	22318.0	7626.0	7558.0	6743.0	18581.0	6135.0	8646.0	280.0	20881.0	866.0	1219.0	111.0	2876.0	280.0	730.0	1473.0	647.0	33.0	152.0	33.0	570.0	581.0	95.0	316.0	596.0	467.0	4.0	15.0	85.0	7.0	108.0	0.0	18.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680559	44611.0	23109.0	7776.0	9657.0	6009.0	30415.0	11350.0	21742.0	804.0	25816.0	2937.0	587.0	291.0	17283.0	444.0	2706.0	757.0	212.0	174.0	144.0	6.0	228.0	702.0	130.0	403.0	883.0	1114.0	7.0	38.0	14.0	637.0	163.0	15.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680560	63063.0	28959.0	8117.0	15726.0	13279.0	31076.0	13091.0	14652.0	1095.0	23873.0	1171.0	2150.0	124.0	6269.0	642.0	1123.0	3017.0	1008.0	37.0	134.0	22.0	867.0	793.0	96.0	374.0	945.0	531.0	11.0	20.0	129.0	36.0	185.0	13.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
SRR20680561	31095.0	18937.0	3995.0	4374.0	4193.0	11419.0	5817.0	7694.0	39.0	18861.0	554.0	685.0	69.0	2500.0	235.0	690.0	1162.0	559.0	8.0	118.0	0.0	439.0	461.0	70.0	255.0	447.0	309.0	15.0	6.0	86.0	24.0	58.0	4.0	35.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680562	54859.0	24110.0	3905.0	3781.0	2180.0	8606.0	5246.0	4403.0	47.0	4490.0	388.0	299.0	35.0	1001.0	0.0	211.0	2789.0	284.0	2.0	27.0	0.0	19.0	36.0	96.0	134.0	23.0	76.0	9.0	14.0	5.0	7.0	52.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SRR20680563	69781.0	33975.0	7694.0	6343.0	4513.0	16428.0	10966.0	12995.0	218.0	11446.0	1138.0	1082.0	0.0	2835.0	346.0	404.0	3412.0	965.0	8.0	78.0	15.0	152.0	399.0	180.0	186.0	335.0	349.0	0.0	7.0	36.0	27.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680564	59279.0	20197.0	4573.0	8144.0	2804.0	10280.0	10404.0	6544.0	231.0	7621.0	384.0	858.0	0.0	1129.0	181.0	228.0	2042.0	613.0	15.0	57.0	16.0	198.0	399.0	67.0	145.0	274.0	113.0	9.0	0.0	11.0	3.0	72.0	7.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
SRR20680565	29579.0	15296.0	3860.0	1884.0	1201.0	4338.0	1831.0	4739.0	41.0	8238.0	608.0	365.0	31.0	767.0	77.0	164.0	713.0	437.0	3.0	14.0	2.0	62.0	41.0	21.0	94.0	33.0	130.0	7.0	0.0	36.0	18.0	47.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680566	22370.0	12876.0	2506.0	2255.0	3636.0	11916.0	4087.0	8299.0	36.0	19801.0	694.0	53.0	77.0	8489.0	170.0	1503.0	398.0	55.0	0.0	7.0	0.0	176.0	157.0	13.0	137.0	281.0	567.0	0.0	0.0	11.0	454.0	55.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680567	33209.0	22562.0	3636.0	2311.0	1620.0	6916.0	3214.0	6064.0	21.0	8157.0	591.0	443.0	71.0	2179.0	53.0	143.0	1568.0	359.0	8.0	3.0	0.0	71.0	84.0	64.0	145.0	90.0	110.0	16.0	0.0	14.0	6.0	88.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680568	34567.0	17046.0	4733.0	6485.0	4778.0	16710.0	6491.0	8844.0	27.0	19369.0	629.0	1373.0	90.0	4545.0	367.0	440.0	1590.0	620.0	4.0	101.0	3.0	342.0	611.0	92.0	265.0	548.0	279.0	6.0	9.0	53.0	42.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680569	23768.0	17363.0	2929.0	2480.0	3208.0	10311.0	4696.0	6374.0	34.0	11226.0	507.0	480.0	44.0	5092.0	133.0	345.0	1042.0	478.0	9.0	107.0	4.0	161.0	291.0	55.0	311.0	853.0	346.0	18.0	3.0	94.0	34.0	75.0	7.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680570	53907.0	18391.0	3514.0	8863.0	2519.0	11518.0	11552.0	7736.0	198.0	11263.0	805.0	782.0	39.0	1895.0	129.0	204.0	1539.0	706.0	59.0	30.0	6.0	162.0	276.0	140.0	166.0	202.0	132.0	8.0	4.0	79.0	9.0	113.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680571	42655.0	18823.0	3992.0	4496.0	2967.0	10203.0	6267.0	5136.0	112.0	7470.0	598.0	1049.0	146.0	4361.0	330.0	240.0	2375.0	292.0	21.0	13.0	0.0	364.0	249.0	0.0	105.0	214.0	212.0	0.0	0.0	83.0	26.0	110.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680572	37870.0	14593.0	3869.0	7088.0	6106.0	23722.0	9908.0	15503.0	1256.0	18029.0	1522.0	958.0	431.0	5465.0	550.0	1699.0	3116.0	700.0	149.0	58.0	5.0	356.0	1649.0	20.0	423.0	1221.0	5250.0	0.0	0.0	0.0	507.0	30.0	10.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680573	64513.0	29156.0	7481.0	6349.0	3875.0	14767.0	8365.0	9938.0	194.0	11663.0	875.0	1051.0	135.0	1603.0	489.0	412.0	2371.0	690.0	4.0	72.0	22.0	189.0	374.0	56.0	179.0	386.0	210.0	5.0	0.0	30.0	23.0	132.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680574	57977.0	27813.0	4957.0	6053.0	2582.0	9671.0	7565.0	7467.0	73.0	6692.0	719.0	858.0	30.0	1545.0	209.0	265.0	1876.0	491.0	13.0	13.0	0.0	77.0	76.0	211.0	168.0	144.0	190.0	4.0	8.0	24.0	27.0	71.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680575	45786.0	21815.0	6215.0	8280.0	5912.0	30001.0	9586.0	16420.0	436.0	35158.0	1865.0	537.0	284.0	17265.0	295.0	2843.0	1014.0	111.0	139.0	131.0	0.0	787.0	615.0	42.0	320.0	794.0	1019.0	0.0	10.0	22.0	547.0	166.0	14.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0
SRR20680576	45076.0	23605.0	4987.0	4513.0	2465.0	10218.0	6042.0	7735.0	73.0	9782.0	711.0	665.0	29.0	3448.0	204.0	272.0	1903.0	488.0	0.0	40.0	4.0	99.0	143.0	116.0	140.0	290.0	179.0	8.0	4.0	20.0	17.0	100.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680584	34557.0	19345.0	3720.0	4353.0	4821.0	18242.0	6887.0	16816.0	110.0	27366.0	1237.0	443.0	407.0	6891.0	473.0	2487.0	562.0	320.0	30.0	33.0	6.0	323.0	297.0	6.0	356.0	902.0	805.0	0.0	27.0	9.0	1000.0	115.0	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680585	29949.0	13706.0	5029.0	5312.0	5435.0	15202.0	5691.0	12865.0	106.0	20044.0	1300.0	280.0	215.0	17517.0	304.0	2184.0	800.0	109.0	22.0	12.0	4.0	299.0	264.0	27.0	472.0	555.0	1372.0	6.0	0.0	11.0	658.0	112.0	20.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680586	38167.0	14332.0	2986.0	4152.0	4317.0	21975.0	5599.0	11129.0	172.0	21973.0	1072.0	331.0	155.0	4494.0	316.0	1431.0	832.0	182.0	52.0	23.0	0.0	283.0	512.0	15.0	281.0	836.0	7480.0	8.0	13.0	0.0	575.0	58.0	9.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680588	42099.0	20898.0	4230.0	5851.0	4827.0	23793.0	7204.0	14571.0	301.0	31980.0	1655.0	450.0	506.0	10023.0	403.0	2593.0	879.0	208.0	34.0	29.0	0.0	500.0	499.0	33.0	457.0	535.0	1461.0	11.0	0.0	9.0	980.0	90.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680589	52682.0	11447.0	3691.0	21247.0	2815.0	25278.0	12537.0	9477.0	298.0	26841.0	1674.0	458.0	217.0	6793.0	240.0	1434.0	650.0	37.0	15.0	19.0	0.0	1782.0	491.0	50.0	38.0	563.0	8420.0	26.0	0.0	11.0	318.0	120.0	34.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680590	37654.0	18357.0	3883.0	5066.0	4470.0	22570.0	6228.0	13753.0	239.0	26718.0	1755.0	379.0	421.0	19378.0	263.0	2397.0	885.0	257.0	36.0	8.0	0.0	247.0	416.0	11.0	359.0	588.0	1525.0	26.0	40.0	11.0	702.0	183.0	40.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680592	52090.0	24432.0	4881.0	5232.0	7306.0	23767.0	8126.0	18008.0	240.0	35580.0	1662.0	531.0	549.0	9955.0	597.0	3057.0	1217.0	629.0	47.0	13.0	0.0	338.0	734.0	100.0	527.0	688.0	1209.0	0.0	13.0	15.0	962.0	193.0	5.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680593	22215.0	13799.0	3059.0	2078.0	3483.0	12201.0	3303.0	8662.0	14.0	14744.0	775.0	259.0	138.0	28327.0	190.0	1445.0	513.0	286.0	38.0	10.0	2.0	164.0	236.0	16.0	268.0	223.0	601.0	0.0	0.0	7.0	504.0	46.0	5.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680594	41914.0	15638.0	4405.0	6290.0	5314.0	22080.0	6954.0	11312.0	341.0	33425.0	1647.0	394.0	421.0	30586.0	264.0	1939.0	787.0	615.0	87.0	0.0	3.0	177.0	724.0	53.0	237.0	1047.0	1367.0	0.0	0.0	14.0	493.0	182.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680595	40140.0	21226.0	4319.0	4910.0	4393.0	22743.0	6041.0	10475.0	102.0	30795.0	1862.0	210.0	275.0	40774.0	303.0	1835.0	703.0	258.0	19.0	21.0	0.0	40.0	291.0	28.0	189.0	516.0	1349.0	19.0	11.0	6.0	598.0	124.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680596	22142.0	6194.0	4677.0	4330.0	2088.0	12826.0	3499.0	5456.0	9.0	20685.0	1567.0	214.0	52.0	63991.0	155.0	537.0	508.0	136.0	15.0	28.0	0.0	98.0	102.0	50.0	66.0	368.0	333.0	0.0	0.0	8.0	232.0	45.0	6.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680597	53854.0	18332.0	4737.0	10152.0	5125.0	26677.0	10211.0	14278.0	854.0	25950.0	2075.0	1132.0	405.0	11602.0	565.0	2151.0	807.0	165.0	116.0	54.0	0.0	702.0	873.0	119.0	537.0	1442.0	2844.0	12.0	0.0	0.0	764.0	115.0	8.0	263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680598	38531.0	15287.0	4201.0	5044.0	4185.0	26228.0	8757.0	11868.0	381.0	24945.0	2017.0	429.0	299.0	7037.0	357.0	2169.0	587.0	191.0	80.0	70.0	0.0	304.0	480.0	43.0	438.0	845.0	2994.0	0.0	26.0	0.0	684.0	202.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680599	62652.0	22224.0	8434.0	15846.0	9872.0	40189.0	15671.0	16797.0	989.0	28002.0	2586.0	864.0	284.0	9143.0	508.0	2620.0	1338.0	347.0	73.0	191.0	5.0	1684.0	919.0	159.0	431.0	1324.0	958.0	5.0	46.0	8.0	498.0	158.0	12.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680600	56854.0	24426.0	8098.0	12156.0	8787.0	43319.0	15760.0	20707.0	802.0	35571.0	3768.0	671.0	469.0	15481.0	723.0	3471.0	998.0	342.0	118.0	135.0	5.0	461.0	708.0	53.0	521.0	1392.0	1647.0	7.0	49.0	6.0	646.0	192.0	37.0	135.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680602	43088.0	23649.0	5206.0	3637.0	6499.0	26823.0	8750.0	11896.0	396.0	21322.0	1483.0	546.0	367.0	5523.0	376.0	1786.0	860.0	308.0	51.0	24.0	8.0	344.0	294.0	28.0	367.0	731.0	1245.0	0.0	29.0	0.0	723.0	163.0	2.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680603	50404.0	30292.0	7044.0	4973.0	6373.0	26347.0	9922.0	13840.0	549.0	23370.0	1583.0	551.0	209.0	18530.0	349.0	1824.0	1549.0	409.0	25.0	22.0	9.0	197.0	758.0	21.0	275.0	1212.0	1179.0	10.0	2.0	9.0	813.0	131.0	16.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680605	69525.0	23676.0	7996.0	7541.0	9460.0	43622.0	17845.0	16875.0	1008.0	28106.0	2064.0	1104.0	324.0	13759.0	696.0	1614.0	7848.0	802.0	71.0	182.0	7.0	541.0	818.0	79.0	404.0	1118.0	9395.0	38.0	26.0	8.0	736.0	97.0	0.0	101.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680606	48218.0	26066.0	10569.0	7831.0	7064.0	33736.0	12339.0	16197.0	839.0	23407.0	2387.0	380.0	226.0	39403.0	389.0	2028.0	1071.0	546.0	170.0	126.0	12.0	146.0	580.0	98.0	383.0	520.0	1469.0	6.0	47.0	0.0	600.0	123.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680608	25979.0	14665.0	2352.0	2276.0	2960.0	14689.0	4242.0	6670.0	110.0	14933.0	1002.0	142.0	119.0	4675.0	195.0	1384.0	239.0	111.0	31.0	50.0	0.0	217.0	153.0	18.0	229.0	202.0	546.0	0.0	2.0	0.0	406.0	102.0	9.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680610	30120.0	14055.0	3760.0	7601.0	3336.0	20378.0	6174.0	13784.0	158.0	19863.0	1596.0	437.0	163.0	7568.0	349.0	2299.0	749.0	79.0	185.0	17.0	3.0	329.0	593.0	23.0	219.0	580.0	910.0	0.0	0.0	0.0	471.0	78.0	13.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680611	25734.0	12187.0	5056.0	3418.0	3091.0	17884.0	5142.0	10267.0	153.0	23477.0	1512.0	276.0	155.0	14973.0	107.0	1912.0	505.0	56.0	25.0	39.0	0.0	148.0	216.0	21.0	279.0	395.0	954.0	0.0	12.0	0.0	528.0	113.0	5.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680613	57395.0	31036.0	8575.0	7139.0	8413.0	32151.0	11335.0	17757.0	807.0	24564.0	1786.0	746.0	308.0	27467.0	266.0	1971.0	1185.0	104.0	92.0	60.0	4.0	508.0	681.0	66.0	257.0	837.0	917.0	0.0	3.0	0.0	757.0	162.0	0.0	72.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680614	22606.0	9214.0	2317.0	2568.0	3590.0	14648.0	4326.0	6561.0	130.0	21244.0	827.0	168.0	94.0	6235.0	166.0	1696.0	439.0	77.0	36.0	41.0	0.0	214.0	180.0	21.0	194.0	334.0	656.0	0.0	0.0	0.0	371.0	46.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680616	53343.0	30096.0	7755.0	7753.0	9173.0	16910.0	7789.0	10361.0	335.0	19164.0	733.0	1160.0	104.0	3429.0	570.0	724.0	1688.0	718.0	65.0	187.0	18.0	745.0	573.0	78.0	363.0	707.0	528.0	0.0	14.0	102.0	15.0	91.0	16.0	21.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680617	59223.0	34532.0	8461.0	8782.0	11170.0	22127.0	8037.0	11747.0	370.0	18848.0	875.0	1256.0	103.0	2372.0	551.0	1225.0	2016.0	957.0	21.0	200.0	23.0	563.0	656.0	86.0	402.0	627.0	1746.0	6.0	22.0	146.0	57.0	93.0	9.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680619	50132.0	25583.0	8534.0	10607.0	12099.0	24003.0	9366.0	13756.0	713.0	17895.0	784.0	1776.0	32.0	2449.0	681.0	931.0	1985.0	758.0	48.0	164.0	18.0	489.0	933.0	75.0	474.0	792.0	544.0	7.0	25.0	106.0	70.0	141.0	15.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680620	37484.0	17398.0	6306.0	6839.0	6438.0	25276.0	9564.0	14035.0	424.0	23724.0	1641.0	168.0	213.0	14103.0	269.0	2582.0	834.0	169.0	51.0	85.0	2.0	300.0	322.0	76.0	406.0	536.0	1396.0	14.0	22.0	0.0	605.0	182.0	23.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680622	42380.0	23963.0	6928.0	8057.0	9256.0	17580.0	8017.0	12601.0	482.0	14410.0	596.0	989.0	118.0	1796.0	474.0	904.0	1265.0	601.0	29.0	161.0	31.0	619.0	592.0	67.0	476.0	753.0	339.0	5.0	20.0	129.0	39.0	72.0	0.0	24.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680623	88170.0	39942.0	13190.0	18287.0	13474.0	61794.0	18356.0	32067.0	868.0	63735.0	4424.0	1248.0	585.0	28496.0	778.0	4902.0	1973.0	380.0	152.0	91.0	0.0	946.0	950.0	123.0	838.0	1579.0	2573.0	0.0	22.0	17.0	1349.0	399.0	8.0	347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680624	43331.0	16644.0	4768.0	5827.0	5734.0	29632.0	8438.0	10842.0	308.0	38940.0	1981.0	397.0	221.0	18483.0	238.0	1949.0	844.0	585.0	52.0	39.0	0.0	403.0	310.0	18.0	254.0	409.0	1273.0	6.0	20.0	0.0	382.0	173.0	14.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680626	28738.0	13864.0	2546.0	3663.0	2732.0	17643.0	6383.0	7274.0	397.0	14167.0	1147.0	183.0	129.0	9388.0	146.0	1126.0	15277.0	691.0	65.0	124.0	0.0	252.0	205.0	65.0	253.0	451.0	10166.0	23.0	2.0	12.0	376.0	109.0	8.0	31.0	0.0	9.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
