#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__NB1-j	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__FCPU426	d__Bacteria;p__MBNT15	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WPS-2
SRR21723422	642.0	5439.0	1419.0	0.0	2310.0	3241.0	11727.0	14.0	164.0	112.0	59.0	30.0	0.0	42.0	0.0	6.0	0.0	0.0	0.0	17.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723423	1283.0	4874.0	611.0	0.0	1730.0	4606.0	13187.0	6.0	344.0	143.0	57.0	0.0	0.0	35.0	0.0	12.0	11.0	0.0	0.0	95.0	3.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SRR21723424	959.0	5136.0	936.0	0.0	2312.0	4405.0	12430.0	0.0	209.0	126.0	54.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
SRR21723425	474.0	3044.0	331.0	3.0	389.0	2598.0	6686.0	4.0	154.0	46.0	5.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
SRR21723426	746.0	3499.0	454.0	0.0	1332.0	2931.0	9209.0	10.0	232.0	93.0	35.0	10.0	0.0	19.0	4.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723429	694.0	3888.0	873.0	0.0	1336.0	2799.0	10398.0	14.0	132.0	77.0	29.0	4.0	0.0	21.0	4.0	11.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
SRR21723430	974.0	5180.0	620.0	0.0	1717.0	2493.0	9832.0	7.0	108.0	50.0	73.0	11.0	5.0	22.0	0.0	16.0	0.0	0.0	0.0	38.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723431	394.0	3936.0	783.0	0.0	1408.0	1385.0	5582.0	23.0	100.0	44.0	36.0	25.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723437	383.0	4632.0	497.0	0.0	2056.0	765.0	9160.0	0.0	140.0	73.0	46.0	4.0	0.0	9.0	11.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723448	1506.0	4936.0	478.0	0.0	2500.0	4303.0	8422.0	9.0	198.0	170.0	30.0	44.0	5.0	83.0	0.0	12.0	0.0	0.0	0.0	72.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723449	1157.0	6032.0	1216.0	18.0	1801.0	1684.0	7796.0	4.0	207.0	79.0	51.0	17.0	2.0	14.0	9.0	10.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723450	1441.0	5963.0	341.0	0.0	2743.0	3273.0	11035.0	0.0	254.0	152.0	57.0	24.0	0.0	17.0	0.0	22.0	8.0	0.0	0.0	19.0	0.0	0.0	14.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
SRR21723451	1192.0	5990.0	313.0	0.0	3267.0	1613.0	8388.0	12.0	195.0	175.0	10.0	30.0	2.0	41.0	5.0	4.0	0.0	0.0	0.0	49.0	0.0	6.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723452	1025.0	5058.0	750.0	8.0	2045.0	3633.0	9032.0	3.0	116.0	173.0	41.0	13.0	0.0	20.0	0.0	3.0	3.0	0.0	2.0	25.0	0.0	0.0	6.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
SRR21723453	1509.0	6021.0	532.0	9.0	2618.0	2068.0	10678.0	19.0	311.0	243.0	82.0	38.0	0.0	66.0	0.0	34.0	0.0	0.0	0.0	74.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723454	916.0	4649.0	275.0	0.0	1766.0	1505.0	11379.0	8.0	221.0	142.0	59.0	33.0	0.0	23.0	0.0	13.0	0.0	0.0	0.0	55.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
SRR21723455	799.0	6072.0	632.0	0.0	3147.0	1550.0	8378.0	14.0	256.0	120.0	56.0	47.0	0.0	46.0	18.0	15.0	0.0	0.0	0.0	30.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723456	1672.0	7465.0	1065.0	5.0	2324.0	2642.0	13061.0	19.0	296.0	186.0	98.0	9.0	0.0	44.0	6.0	19.0	4.0	0.0	0.0	99.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723458	570.0	4987.0	204.0	0.0	2404.0	1837.0	7058.0	6.0	143.0	70.0	27.0	23.0	3.0	42.0	7.0	6.0	0.0	0.0	0.0	59.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723459	586.0	4543.0	371.0	0.0	2090.0	1371.0	6805.0	5.0	127.0	56.0	34.0	5.0	0.0	33.0	5.0	13.0	0.0	0.0	0.0	22.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723460	1054.0	8294.0	843.0	2.0	3919.0	2855.0	12834.0	17.0	364.0	148.0	91.0	28.0	7.0	70.0	6.0	16.0	0.0	0.0	0.0	85.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723461	706.0	3303.0	99.0	0.0	2272.0	1011.0	4998.0	6.0	101.0	76.0	16.0	16.0	3.0	41.0	0.0	14.0	4.0	0.0	0.0	16.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723462	1631.0	7944.0	927.0	0.0	3440.0	4767.0	14488.0	10.0	401.0	166.0	62.0	64.0	0.0	33.0	17.0	11.0	0.0	0.0	0.0	72.0	0.0	0.0	11.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
SRR21723463	858.0	4471.0	612.0	13.0	1581.0	3152.0	8924.0	2.0	136.0	104.0	28.0	11.0	6.0	31.0	9.0	8.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723464	82.0	25755.0	2717.0	3.0	900.0	296.0	10430.0	16.0	58.0	30.0	41.0	16.0	0.0	2.0	13.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723465	205.0	39514.0	4880.0	0.0	600.0	332.0	11228.0	25.0	402.0	71.0	137.0	112.0	0.0	8.0	26.0	5.0	0.0	0.0	108.0	0.0	5.0	9.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723466	584.0	97260.0	14889.0	0.0	1939.0	2931.0	26516.0	85.0	552.0	99.0	162.0	311.0	2.0	0.0	198.0	12.0	0.0	0.0	224.0	16.0	0.0	19.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723467	11.0	19931.0	2978.0	0.0	722.0	113.0	9186.0	3.0	108.0	38.0	64.0	9.0	0.0	0.0	29.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723468	47.0	15553.0	1432.0	0.0	676.0	106.0	6957.0	14.0	137.0	4.0	11.0	19.0	0.0	7.0	24.0	0.0	0.0	0.0	17.0	2.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723469	13.0	21288.0	737.0	0.0	643.0	109.0	10874.0	0.0	16.0	6.0	25.0	3.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723470	39.0	35773.0	1715.0	0.0	544.0	219.0	10698.0	2.0	20.0	5.0	46.0	11.0	0.0	3.0	11.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723471	532.0	4637.0	346.0	0.0	1336.0	1739.0	6457.0	6.0	82.0	53.0	48.0	7.0	2.0	25.0	10.0	2.0	5.0	0.0	0.0	31.0	0.0	4.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723472	266.0	46108.0	4793.0	0.0	1380.0	1116.0	20270.0	5.0	354.0	50.0	91.0	22.0	0.0	3.0	67.0	0.0	0.0	0.0	28.0	3.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723473	88.0	24123.0	2700.0	0.0	707.0	52.0	11906.0	2.0	178.0	13.0	119.0	14.0	3.0	6.0	38.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723474	137.0	28437.0	4097.0	0.0	755.0	110.0	9141.0	22.0	64.0	11.0	42.0	20.0	0.0	3.0	24.0	3.0	0.0	0.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723475	36.0	27635.0	2721.0	0.0	1002.0	113.0	10925.0	3.0	38.0	7.0	85.0	22.0	0.0	0.0	12.0	0.0	0.0	0.0	4.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723476	4.0	8198.0	553.0	0.0	171.0	41.0	1956.0	2.0	26.0	0.0	7.0	9.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723477	109.0	29295.0	1564.0	0.0	672.0	414.0	18748.0	5.0	42.0	2.0	66.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723478	56.0	21167.0	1577.0	0.0	7.0	296.0	10201.0	3.0	28.0	0.0	7.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723479	53.0	36840.0	3153.0	0.0	112.0	379.0	10642.0	0.0	10.0	0.0	0.0	9.0	0.0	5.0	8.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723480	7.0	14429.0	1282.0	0.0	396.0	168.0	9353.0	5.0	4.0	0.0	40.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723482	10.0	13155.0	621.0	0.0	66.0	133.0	5658.0	0.0	6.0	4.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723483	1578.0	6844.0	423.0	0.0	2390.0	3545.0	10460.0	7.0	166.0	145.0	62.0	20.0	4.0	55.0	0.0	9.0	0.0	0.0	10.0	42.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723484	580.0	5832.0	1011.0	0.0	1275.0	896.0	8180.0	4.0	62.0	104.0	76.0	5.0	0.0	15.0	0.0	2.0	0.0	0.0	0.0	45.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723485	31.0	18455.0	1619.0	0.0	430.0	218.0	11181.0	12.0	0.0	9.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723486	16.0	14193.0	838.0	0.0	507.0	364.0	12179.0	0.0	0.0	0.0	17.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723487	27.0	16807.0	1593.0	0.0	884.0	109.0	9993.0	12.0	2.0	0.0	44.0	0.0	0.0	3.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723489	0.0	10983.0	423.0	0.0	374.0	709.0	7370.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723490	213.0	26292.0	5318.0	0.0	197.0	334.0	14536.0	21.0	116.0	10.0	50.0	29.0	2.0	0.0	5.0	0.0	0.0	0.0	65.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723493	17.0	11796.0	2224.0	0.0	50.0	49.0	5368.0	4.0	16.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723494	31.0	14141.0	803.0	0.0	380.0	305.0	8618.0	3.0	9.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723496	71.0	18457.0	1535.0	0.0	184.0	442.0	5178.0	17.0	35.0	41.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723497	41.0	8451.0	1231.0	0.0	20.0	413.0	5834.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723498	4.0	4397.0	398.0	0.0	555.0	185.0	4853.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723499	44.0	8256.0	595.0	0.0	65.0	477.0	3001.0	6.0	24.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723500	32.0	5779.0	706.0	0.0	130.0	2053.0	3227.0	0.0	8.0	0.0	0.0	0.0	0.0	14.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723501	1513.0	12284.0	1230.0	0.0	6529.0	4039.0	17324.0	4.0	333.0	225.0	105.0	24.0	0.0	53.0	0.0	7.0	0.0	0.0	3.0	215.0	0.0	0.0	6.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0
SRR21723502	0.0	23904.0	30.0	0.0	29.0	27.0	305.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723503	43.0	30658.0	2387.0	0.0	248.0	1761.0	7125.0	0.0	21.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723504	65.0	16883.0	367.0	0.0	33.0	85.0	5879.0	9.0	20.0	12.0	8.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723505	19.0	5993.0	638.0	0.0	119.0	93.0	4408.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723507	11.0	12998.0	325.0	0.0	322.0	100.0	5673.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723508	18.0	7566.0	782.0	0.0	7.0	86.0	3228.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723510	21.0	14444.0	1439.0	0.0	143.0	242.0	7184.0	4.0	11.0	0.0	38.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723511	0.0	15765.0	371.0	0.0	233.0	165.0	6267.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723512	0.0	13814.0	762.0	0.0	341.0	1129.0	13180.0	0.0	7.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723513	36.0	14534.0	2835.0	0.0	55.0	182.0	6970.0	0.0	46.0	0.0	15.0	15.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723514	7.0	13814.0	1262.0	0.0	223.0	169.0	6759.0	0.0	3.0	0.0	16.0	16.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723515	657.0	6992.0	926.0	4.0	2033.0	1560.0	8494.0	0.0	223.0	94.0	66.0	96.0	8.0	52.0	0.0	2.0	0.0	0.0	6.0	58.0	0.0	3.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723516	10.0	12250.0	1101.0	0.0	176.0	168.0	6528.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723517	9.0	9129.0	980.0	0.0	247.0	157.0	5792.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723518	4.0	10269.0	636.0	0.0	302.0	117.0	5789.0	0.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723519	51.0	10868.0	1189.0	0.0	167.0	562.0	6304.0	0.0	40.0	2.0	12.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723520	38.0	10359.0	558.0	0.0	153.0	132.0	5772.0	0.0	5.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723521	0.0	13157.0	64.0	0.0	12.0	38.0	712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723522	44.0	17437.0	1383.0	0.0	434.0	616.0	7606.0	26.0	13.0	19.0	17.0	8.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723523	41.0	11017.0	2880.0	0.0	167.0	1371.0	6018.0	7.0	5.0	11.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723524	5.0	7335.0	649.0	0.0	451.0	609.0	14549.0	0.0	8.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723525	9.0	14813.0	1508.0	0.0	226.0	969.0	3983.0	0.0	2.0	6.0	9.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723526	63.0	17079.0	1725.0	0.0	1341.0	551.0	10144.0	0.0	28.0	23.0	12.0	10.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723528	6.0	9494.0	1128.0	0.0	50.0	683.0	3125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723529	0.0	27336.0	593.0	0.0	335.0	383.0	6710.0	0.0	2.0	8.0	9.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723530	86.0	12619.0	3973.0	0.0	71.0	643.0	6113.0	0.0	14.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723531	3.0	19381.0	2714.0	0.0	12.0	39.0	4235.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723532	0.0	30397.0	1304.0	0.0	0.0	71.0	4131.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723533	53.0	19128.0	1911.0	0.0	822.0	689.0	15248.0	27.0	72.0	21.0	19.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723534	184.0	20499.0	7071.0	0.0	201.0	1763.0	9358.0	0.0	79.0	28.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723552	656.0	4620.0	439.0	0.0	1183.0	2337.0	4880.0	6.0	129.0	29.0	21.0	6.0	0.0	26.0	0.0	4.0	0.0	0.0	0.0	33.0	0.0	9.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723563	1504.0	6831.0	684.0	0.0	2354.0	4047.0	13469.0	18.0	294.0	139.0	55.0	45.0	0.0	34.0	8.0	12.0	8.0	0.0	0.0	64.0	0.0	8.0	6.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
SRR21723569	853.0	3567.0	272.0	0.0	1798.0	2613.0	7288.0	3.0	165.0	39.0	21.0	0.0	0.0	30.0	0.0	14.0	0.0	0.0	0.0	62.0	0.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
SRR21723580	1188.0	5074.0	365.0	0.0	1760.0	3777.0	8762.0	20.0	212.0	87.0	41.0	25.0	0.0	47.0	0.0	11.0	8.0	0.0	2.0	47.0	0.0	7.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
SRR21723585	597.0	7944.0	1432.0	7.0	3455.0	3944.0	14526.0	4.0	135.0	124.0	115.0	17.0	0.0	0.0	12.0	10.0	0.0	0.0	0.0	19.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723586	228.0	5274.0	999.0	0.0	2700.0	1134.0	7963.0	3.0	41.0	33.0	18.0	8.0	0.0	0.0	16.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723587	447.0	3534.0	471.0	0.0	1337.0	2088.0	7890.0	8.0	58.0	37.0	66.0	0.0	0.0	19.0	2.0	3.0	0.0	0.0	0.0	14.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723588	470.0	8092.0	1332.0	0.0	4550.0	2363.0	14970.0	4.0	175.0	79.0	76.0	23.0	0.0	0.0	8.0	12.0	0.0	0.0	0.0	37.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723589	491.0	5750.0	774.0	0.0	2685.0	1972.0	12532.0	0.0	124.0	144.0	54.0	13.0	0.0	17.0	7.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723590	1470.0	6354.0	792.0	0.0	1606.0	2894.0	12778.0	15.0	272.0	146.0	68.0	7.0	3.0	45.0	4.0	15.0	0.0	0.0	0.0	41.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723591	488.0	5487.0	748.0	0.0	2151.0	977.0	6821.0	11.0	136.0	110.0	44.0	3.0	0.0	9.0	8.0	3.0	0.0	0.0	0.0	60.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723592	1156.0	10624.0	1922.0	0.0	2048.0	2962.0	21721.0	31.0	303.0	180.0	97.0	7.0	2.0	19.0	5.0	11.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
SRR21723594	152.0	2524.0	650.0	0.0	1158.0	1124.0	5633.0	0.0	56.0	38.0	39.0	6.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723595	439.0	2706.0	747.0	6.0	165.0	913.0	6737.0	8.0	62.0	21.0	26.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	16.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723596	407.0	4684.0	812.0	0.0	1254.0	1457.0	7564.0	12.0	122.0	54.0	60.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
