#SampleID	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Myxococcota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__NB1-j	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Patescibacteria	d__Bacteria;p__FCPU426	d__Bacteria;p__MBNT15	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WPS-2
SRR21723229	406.0	5046.0	1359.0	0.0	2897.0	1944.0	9984.0	2.0	96.0	43.0	74.0	10.0	0.0	16.0	17.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723230	1332.0	6888.0	1185.0	0.0	3017.0	4349.0	14912.0	21.0	297.0	241.0	118.0	43.0	3.0	64.0	5.0	11.0	0.0	0.0	3.0	64.0	0.0	3.0	10.0	0.0	6.0	14.0	0.0	0.0	0.0	0.0
SRR21723231	1081.0	4866.0	1376.0	0.0	1569.0	3338.0	11758.0	13.0	163.0	41.0	69.0	25.0	0.0	17.0	3.0	0.0	0.0	0.0	0.0	40.0	0.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
SRR21723232	318.0	3357.0	766.0	0.0	1284.0	1835.0	7829.0	0.0	108.0	54.0	32.0	2.0	0.0	18.0	10.0	7.0	0.0	0.0	0.0	12.0	0.0	2.0	8.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
SRR21723234	259.0	3196.0	1161.0	0.0	1312.0	1898.0	7327.0	12.0	37.0	17.0	31.0	18.0	0.0	14.0	4.0	2.0	0.0	0.0	0.0	21.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723236	2.0	33400.0	13.0	0.0	4.0	104.0	307.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723237	114.0	11189.0	311.0	0.0	727.0	471.0	9677.0	0.0	46.0	7.0	22.0	14.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723238	68.0	22394.0	431.0	0.0	678.0	584.0	8218.0	7.0	38.0	35.0	28.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723239	207.0	12669.0	602.0	0.0	826.0	749.0	10501.0	0.0	125.0	36.0	47.0	0.0	0.0	11.0	6.0	12.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723240	33.0	12159.0	675.0	0.0	166.0	511.0	6848.0	10.0	61.0	0.0	15.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723241	0.0	15340.0	80.0	0.0	62.0	81.0	943.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723242	143.0	21697.0	1372.0	0.0	1217.0	1264.0	12074.0	20.0	39.0	51.0	50.0	15.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723244	4.0	23688.0	12899.0	0.0	70.0	935.0	4248.0	0.0	9.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723245	2.0	17352.0	313.0	0.0	91.0	442.0	2627.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723246	429.0	3107.0	205.0	3.0	981.0	1574.0	4438.0	8.0	87.0	14.0	4.0	32.0	0.0	12.0	0.0	0.0	2.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723247	122.0	13773.0	1236.0	0.0	1241.0	2070.0	16357.0	55.0	4.0	13.0	28.0	16.0	0.0	19.0	16.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723248	44.0	7632.0	1468.0	0.0	185.0	1445.0	5372.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723250	12.0	7997.0	128.0	0.0	120.0	562.0	4064.0	0.0	5.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723256	486.0	4799.0	496.0	0.0	2568.0	1287.0	7135.0	12.0	156.0	92.0	54.0	13.0	0.0	26.0	9.0	8.0	0.0	0.0	0.0	49.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723272	905.0	15968.0	2815.0	0.0	4435.0	1509.0	18455.0	27.0	390.0	77.0	113.0	63.0	0.0	3.0	15.0	5.0	0.0	0.0	0.0	93.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723273	1506.0	12483.0	1663.0	0.0	3702.0	2903.0	19578.0	13.0	377.0	140.0	152.0	13.0	10.0	39.0	0.0	32.0	0.0	0.0	3.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723274	833.0	12298.0	1491.0	0.0	3437.0	792.0	15402.0	3.0	369.0	128.0	86.0	13.0	2.0	19.0	8.0	13.0	0.0	0.0	11.0	95.0	0.0	3.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723275	800.0	12796.0	1390.0	0.0	3933.0	1413.0	14954.0	8.0	261.0	77.0	130.0	9.0	0.0	2.0	22.0	13.0	0.0	0.0	0.0	76.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723276	689.0	15206.0	2591.0	4.0	2505.0	1128.0	17377.0	12.0	218.0	27.0	105.0	20.0	0.0	7.0	9.0	2.0	0.0	0.0	0.0	35.0	0.0	0.0	11.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
SRR21723277	921.0	16681.0	3275.0	6.0	2162.0	1303.0	19349.0	28.0	592.0	215.0	116.0	137.0	10.0	21.0	10.0	0.0	0.0	0.0	23.0	34.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723278	1354.0	14604.0	1688.0	0.0	2416.0	2306.0	20764.0	21.0	143.0	76.0	115.0	36.0	0.0	23.0	27.0	8.0	0.0	0.0	0.0	28.0	0.0	2.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723279	1256.0	15557.0	2907.0	2.0	3226.0	1417.0	17242.0	38.0	382.0	112.0	192.0	51.0	0.0	31.0	22.0	20.0	0.0	0.0	0.0	136.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723280	1894.0	16914.0	2458.0	2.0	3085.0	1833.0	19469.0	47.0	720.0	339.0	200.0	124.0	66.0	20.0	28.0	10.0	0.0	4.0	58.0	101.0	0.0	19.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723281	771.0	13522.0	2303.0	0.0	2833.0	1929.0	18029.0	40.0	217.0	74.0	92.0	9.0	0.0	16.0	11.0	3.0	0.0	0.0	0.0	65.0	0.0	3.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723282	704.0	6415.0	607.0	2.0	1843.0	1271.0	7382.0	3.0	170.0	100.0	0.0	4.0	5.0	12.0	13.0	0.0	0.0	0.0	38.0	28.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723283	179.0	2695.0	752.0	0.0	776.0	1291.0	7119.0	12.0	72.0	7.0	33.0	5.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723284	724.0	6540.0	1109.0	12.0	1908.0	1050.0	10252.0	11.0	22.0	64.0	111.0	28.0	2.0	13.0	2.0	10.0	0.0	0.0	0.0	49.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723285	287.0	4084.0	752.0	0.0	1389.0	1456.0	9432.0	2.0	72.0	38.0	41.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723315	857.0	12095.0	2653.0	25.0	3324.0	1553.0	13685.0	14.0	228.0	58.0	130.0	42.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	3.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723316	504.0	6669.0	802.0	0.0	2443.0	1195.0	7343.0	25.0	117.0	112.0	55.0	2.0	0.0	10.0	2.0	7.0	0.0	0.0	0.0	37.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723317	56.0	35302.0	1973.0	0.0	710.0	259.0	15251.0	0.0	10.0	4.0	30.0	6.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723318	15.0	41535.0	2523.0	0.0	164.0	729.0	11713.0	0.0	34.0	0.0	28.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723319	650.0	4253.0	384.0	0.0	2463.0	1994.0	7643.0	9.0	115.0	121.0	36.0	22.0	0.0	34.0	0.0	10.0	0.0	0.0	0.0	60.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723320	58.0	22453.0	1211.0	0.0	530.0	175.0	11147.0	0.0	53.0	3.0	22.0	11.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723323	4.0	6383.0	880.0	0.0	8.0	36.0	4671.0	0.0	9.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723324	23.0	10065.0	988.0	0.0	135.0	71.0	6082.0	0.0	21.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723325	10.0	10626.0	175.0	0.0	118.0	65.0	3487.0	3.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723326	7.0	19315.0	2513.0	4.0	83.0	443.0	7103.0	5.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723327	23.0	17180.0	1219.0	0.0	694.0	659.0	13692.0	0.0	29.0	15.0	25.0	4.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723328	25.0	33899.0	216.0	0.0	269.0	94.0	4135.0	0.0	14.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723329	155.0	14949.0	664.0	0.0	1473.0	1435.0	15200.0	4.0	110.0	18.0	36.0	12.0	0.0	0.0	7.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723331	0.0	19262.0	979.0	0.0	125.0	268.0	6785.0	3.0	25.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723332	73.0	15306.0	1236.0	0.0	661.0	575.0	16376.0	0.0	41.0	4.0	13.0	11.0	0.0	18.0	6.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723352	5493.0	14495.0	1065.0	0.0	2984.0	12941.0	34319.0	27.0	846.0	487.0	116.0	24.0	6.0	98.0	22.0	26.0	28.0	0.0	2.0	297.0	0.0	0.0	20.0	0.0	13.0	69.0	0.0	0.0	0.0	0.0
SRR21723353	1214.0	3609.0	375.0	0.0	729.0	3479.0	9293.0	15.0	167.0	111.0	18.0	27.0	0.0	24.0	0.0	7.0	0.0	0.0	0.0	74.0	0.0	0.0	2.0	0.0	0.0	19.0	0.0	2.0	0.0	0.0
SRR21723355	942.0	5509.0	415.0	4.0	2313.0	1832.0	8510.0	20.0	167.0	134.0	66.0	5.0	0.0	71.0	7.0	0.0	2.0	0.0	0.0	48.0	3.0	0.0	8.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
SRR21723356	1045.0	2754.0	208.0	2.0	1145.0	3099.0	7801.0	11.0	122.0	80.0	27.0	4.0	4.0	22.0	3.0	0.0	10.0	0.0	0.0	10.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723357	1833.0	6922.0	584.0	0.0	3230.0	4325.0	11320.0	10.0	307.0	160.0	56.0	14.0	0.0	50.0	8.0	30.0	0.0	0.0	0.0	42.0	0.0	0.0	8.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
SRR21723360	556.0	5826.0	845.0	2.0	2291.0	1265.0	6990.0	3.0	140.0	81.0	63.0	8.0	0.0	17.0	0.0	3.0	0.0	0.0	0.0	26.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723361	1510.0	3117.0	291.0	0.0	692.0	2906.0	8202.0	7.0	193.0	61.0	56.0	22.0	0.0	13.0	0.0	6.0	0.0	0.0	0.0	63.0	0.0	0.0	4.0	2.0	0.0	26.0	0.0	0.0	0.0	0.0
SRR21723362	855.0	3636.0	486.0	2.0	1017.0	2899.0	7031.0	5.0	160.0	55.0	39.0	22.0	0.0	15.0	7.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723363	1338.0	4691.0	540.0	0.0	912.0	3790.0	8350.0	16.0	150.0	90.0	23.0	16.0	0.0	42.0	0.0	10.0	10.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723364	3455.0	13542.0	1309.0	0.0	4012.0	6416.0	22668.0	55.0	637.0	297.0	81.0	85.0	7.0	82.0	16.0	5.0	3.0	0.0	0.0	76.0	0.0	8.0	37.0	0.0	7.0	37.0	0.0	0.0	0.0	0.0
SRR21723365	1210.0	3798.0	446.0	0.0	632.0	1973.0	7697.0	10.0	226.0	105.0	27.0	18.0	0.0	44.0	0.0	0.0	5.0	0.0	0.0	36.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
SRR21723366	1435.0	6255.0	1296.0	0.0	697.0	2509.0	10631.0	40.0	314.0	105.0	8.0	25.0	0.0	14.0	3.0	9.0	0.0	0.0	6.0	91.0	0.0	3.0	2.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
SRR21723369	610.0	5736.0	402.0	0.0	960.0	1201.0	9014.0	30.0	129.0	71.0	51.0	66.0	4.0	37.0	4.0	2.0	0.0	0.0	3.0	56.0	0.0	3.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
SRR21723373	161.0	34729.0	4968.0	0.0	1023.0	161.0	12409.0	22.0	335.0	55.0	51.0	68.0	0.0	2.0	60.0	0.0	0.0	0.0	73.0	6.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723374	117.0	32309.0	3600.0	0.0	1131.0	290.0	13398.0	20.0	107.0	3.0	25.0	6.0	0.0	8.0	38.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723375	18.0	30976.0	1953.0	0.0	926.0	141.0	9666.0	9.0	74.0	2.0	24.0	32.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723376	65.0	26472.0	4249.0	0.0	682.0	111.0	9477.0	24.0	108.0	21.0	93.0	20.0	0.0	3.0	29.0	0.0	0.0	0.0	37.0	7.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723377	182.0	82537.0	2171.0	0.0	475.0	588.0	25663.0	29.0	58.0	7.0	79.0	38.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723378	94.0	29006.0	3871.0	5.0	730.0	463.0	9650.0	18.0	251.0	40.0	59.0	59.0	0.0	9.0	42.0	0.0	0.0	0.0	54.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723379	78.0	28968.0	4239.0	0.0	813.0	203.0	9732.0	48.0	233.0	61.0	67.0	90.0	3.0	15.0	81.0	0.0	0.0	0.0	52.0	0.0	0.0	9.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723380	555.0	6576.0	924.0	4.0	1213.0	1111.0	6994.0	22.0	152.0	47.0	36.0	17.0	0.0	30.0	2.0	0.0	0.0	0.0	0.0	42.0	2.0	5.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723381	62.0	48646.0	6748.0	0.0	1404.0	231.0	17283.0	27.0	142.0	47.0	88.0	23.0	0.0	6.0	52.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723382	39.0	22044.0	1949.0	0.0	680.0	158.0	8078.0	14.0	106.0	9.0	32.0	27.0	0.0	5.0	29.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723383	105.0	36031.0	4963.0	0.0	993.0	295.0	12007.0	46.0	200.0	51.0	78.0	67.0	0.0	23.0	49.0	0.0	0.0	0.0	13.0	13.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723384	317.0	4952.0	871.0	0.0	534.0	1157.0	7550.0	19.0	2.0	4.0	61.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723385	789.0	7579.0	1225.0	0.0	913.0	1604.0	9497.0	22.0	124.0	28.0	74.0	21.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723386	615.0	8387.0	1671.0	0.0	1830.0	1505.0	10816.0	6.0	72.0	10.0	83.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723389	378.0	9120.0	1518.0	2.0	1604.0	1492.0	9513.0	5.0	83.0	17.0	118.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723390	513.0	7410.0	1389.0	0.0	1609.0	1430.0	8564.0	4.0	82.0	21.0	70.0	15.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723391	450.0	7355.0	1131.0	0.0	1383.0	1209.0	8329.0	3.0	114.0	6.0	83.0	12.0	0.0	0.0	8.0	8.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723392	301.0	4191.0	622.0	0.0	113.0	1145.0	6159.0	2.0	64.0	7.0	40.0	16.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723393	135.0	4489.0	498.0	0.0	1555.0	1584.0	8337.0	0.0	61.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723395	392.0	5479.0	1617.0	0.0	211.0	1076.0	12581.0	0.0	52.0	17.0	34.0	25.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723396	476.0	5673.0	1125.0	0.0	740.0	2303.0	11289.0	18.0	64.0	0.0	87.0	0.0	0.0	18.0	6.0	0.0	0.0	0.0	0.0	18.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723398	350.0	4398.0	397.0	3.0	1617.0	1444.0	4706.0	0.0	63.0	50.0	5.0	0.0	0.0	34.0	0.0	6.0	0.0	0.0	0.0	38.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723399	277.0	5880.0	949.0	0.0	1921.0	906.0	8984.0	0.0	72.0	52.0	20.0	7.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723401	494.0	4528.0	415.0	22.0	2450.0	1400.0	8436.0	0.0	127.0	84.0	63.0	4.0	0.0	13.0	0.0	16.0	0.0	0.0	0.0	40.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723402	937.0	4425.0	548.0	0.0	2124.0	3224.0	11385.0	10.0	176.0	109.0	79.0	41.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	8.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
SRR21723404	677.0	4769.0	351.0	0.0	3043.0	1573.0	9285.0	5.0	169.0	98.0	62.0	34.0	0.0	38.0	9.0	15.0	0.0	0.0	0.0	43.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723405	824.0	4865.0	368.0	0.0	2232.0	1584.0	13342.0	5.0	210.0	47.0	36.0	4.0	0.0	45.0	0.0	14.0	11.0	0.0	0.0	20.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723406	897.0	6692.0	759.0	0.0	2930.0	2737.0	11095.0	10.0	114.0	70.0	70.0	47.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723407	486.0	2991.0	453.0	0.0	1642.0	2120.0	6756.0	0.0	51.0	89.0	17.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
SRR21723408	717.0	3637.0	255.0	0.0	2402.0	1637.0	8461.0	3.0	73.0	57.0	66.0	0.0	0.0	9.0	6.0	4.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723410	507.0	5720.0	862.0	0.0	992.0	878.0	9550.0	8.0	86.0	26.0	63.0	2.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723411	724.0	3524.0	248.0	0.0	2466.0	1691.0	6892.0	3.0	77.0	0.0	51.0	5.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723413	539.0	3236.0	208.0	0.0	1352.0	2521.0	7175.0	6.0	171.0	40.0	49.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723414	798.0	5540.0	533.0	0.0	2045.0	2453.0	10417.0	4.0	221.0	142.0	85.0	6.0	4.0	17.0	7.0	0.0	0.0	0.0	3.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723415	774.0	4159.0	332.0	0.0	2786.0	1797.0	7908.0	4.0	169.0	48.0	32.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723416	737.0	4312.0	405.0	0.0	1529.0	1741.0	7214.0	0.0	107.0	45.0	57.0	6.0	0.0	15.0	0.0	0.0	0.0	0.0	4.0	52.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
SRR21723417	215.0	5605.0	817.0	0.0	1464.0	1475.0	8871.0	3.0	42.0	44.0	64.0	11.0	0.0	24.0	15.0	2.0	0.0	0.0	0.0	14.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723418	885.0	3773.0	418.0	0.0	417.0	2155.0	9895.0	0.0	169.0	59.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723419	1035.0	3240.0	160.0	0.0	2341.0	3738.0	8733.0	0.0	108.0	105.0	28.0	15.0	0.0	19.0	0.0	4.0	9.0	0.0	0.0	43.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR21723420	855.0	4947.0	899.0	0.0	1229.0	3329.0	11795.0	9.0	130.0	60.0	68.0	4.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
SRR21723421	1035.0	4802.0	894.0	0.0	1961.0	4638.0	11220.0	6.0	150.0	79.0	40.0	4.0	0.0	39.0	3.0	5.0	11.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
