#SampleID	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Armatimonadota;c__Armatimonadia	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Chloroflexi;c__AD3	d__Bacteria;p__Armatimonadota;c__uncultured	d__Bacteria;p__Acidobacteriota;c__Subgroup_11	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Latescibacterota;c__Latescibacteria	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Campylobacterota;c__Campylobacteria	d__Bacteria;p__Dadabacteria;c__Dadabacteriia	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66
SRR8743923	0.0	6587.0	107.0	0.0	8258.0	0.0	10060.0	20.0	138.0	25.0	0.0	0.0	27.0	0.0	9242.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743924	4.0	2197.0	693.0	307.0	1834.0	50.0	1279.0	637.0	953.0	2046.0	0.0	12.0	235.0	30.0	326.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	44.0	4.0	24.0	0.0	6.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	37.0	0.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743927	3.0	3688.0	753.0	134.0	2786.0	19.0	4596.0	542.0	1174.0	844.0	4.0	17.0	176.0	38.0	2584.0	0.0	81.0	15.0	0.0	4.0	7.0	0.0	47.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	3.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743928	12.0	4625.0	3113.0	244.0	5755.0	122.0	3248.0	797.0	2312.0	4388.0	0.0	34.0	313.0	55.0	1500.0	0.0	204.0	59.0	4.0	10.0	0.0	0.0	0.0	0.0	72.0	0.0	16.0	2.0	44.0	0.0	2.0	0.0	0.0	0.0	39.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743931	3.0	2999.0	1035.0	141.0	2040.0	39.0	3262.0	785.0	1651.0	877.0	0.0	14.0	90.0	11.0	1299.0	0.0	105.0	28.0	7.0	4.0	16.0	0.0	64.0	10.0	19.0	0.0	5.0	0.0	6.0	0.0	23.0	0.0	0.0	2.0	43.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743932	17.0	6003.0	727.0	73.0	4733.0	38.0	5695.0	287.0	978.0	648.0	0.0	0.0	148.0	16.0	3106.0	0.0	74.0	5.0	0.0	3.0	0.0	0.0	72.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	3.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743936	0.0	3923.0	41.0	0.0	2769.0	18.0	3997.0	85.0	317.0	138.0	0.0	0.0	153.0	0.0	3349.0	2.0	20.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	11.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743939	0.0	4908.0	1984.0	622.0	4740.0	126.0	3098.0	1937.0	2355.0	4943.0	0.0	20.0	406.0	117.0	750.0	11.0	276.0	0.0	4.0	0.0	0.0	0.0	167.0	0.0	32.0	0.0	38.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	108.0	2.0	13.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	10.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743941	3.0	6665.0	198.0	59.0	11688.0	12.0	5961.0	57.0	502.0	352.0	0.0	0.0	186.0	0.0	6213.0	0.0	37.0	0.0	5.0	0.0	5.0	0.0	23.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	14.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743942	0.0	4430.0	1701.0	557.0	4736.0	89.0	2685.0	1055.0	1731.0	4592.0	0.0	13.0	451.0	104.0	1667.0	0.0	162.0	8.0	7.0	0.0	23.0	0.0	161.0	0.0	32.0	0.0	4.0	0.0	24.0	0.0	13.0	0.0	0.0	11.0	114.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743943	6.0	1994.0	902.0	56.0	2110.0	0.0	5162.0	162.0	1310.0	1141.0	0.0	40.0	249.0	17.0	1317.0	0.0	111.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743984	0.0	6108.0	3493.0	370.0	6186.0	172.0	2163.0	784.0	2119.0	4854.0	3.0	5.0	526.0	39.0	659.0	0.0	157.0	15.0	0.0	0.0	7.0	0.0	9.0	0.0	79.0	0.0	7.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743986	12.0	3395.0	1680.0	43.0	8030.0	23.0	4814.0	269.0	839.0	948.0	0.0	7.0	150.0	6.0	2779.0	0.0	78.0	16.0	0.0	0.0	0.0	0.0	7.0	0.0	37.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8743989	0.0	3101.0	421.0	58.0	4319.0	17.0	3715.0	159.0	361.0	382.0	0.0	5.0	193.0	5.0	2852.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	5.0	23.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744008	0.0	5298.0	3203.0	301.0	10972.0	94.0	5789.0	522.0	3031.0	4128.0	0.0	7.0	307.0	40.0	1167.0	4.0	103.0	36.0	0.0	0.0	0.0	0.0	9.0	0.0	59.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744009	0.0	6315.0	601.0	79.0	4193.0	0.0	5387.0	333.0	693.0	440.0	0.0	15.0	200.0	47.0	6136.0	0.0	86.0	11.0	8.0	8.0	9.0	0.0	38.0	0.0	18.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	6.0	0.0	47.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744013	0.0	4417.0	709.0	57.0	4623.0	5.0	3771.0	306.0	905.0	550.0	0.0	0.0	263.0	19.0	2371.0	0.0	88.0	0.0	0.0	0.0	8.0	0.0	84.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	354.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744022	0.0	3878.0	326.0	0.0	5451.0	22.0	2795.0	145.0	562.0	530.0	0.0	3.0	157.0	12.0	3261.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	8.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744024	0.0	2157.0	1749.0	133.0	3149.0	29.0	1246.0	383.0	1310.0	1769.0	0.0	0.0	152.0	19.0	417.0	0.0	56.0	22.0	0.0	4.0	0.0	0.0	7.0	0.0	45.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744027	0.0	4173.0	1113.0	18.0	3562.0	0.0	4293.0	85.0	385.0	475.0	0.0	6.0	264.0	0.0	6013.0	0.0	133.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	5.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744033	5.0	3825.0	2424.0	103.0	2827.0	51.0	1516.0	887.0	1438.0	2118.0	4.0	7.0	193.0	0.0	628.0	0.0	108.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	13.0	0.0	54.0	0.0	4.0	14.0	0.0	0.0	8.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744037	7.0	2763.0	412.0	43.0	1875.0	0.0	4340.0	216.0	469.0	353.0	0.0	0.0	140.0	16.0	4325.0	0.0	17.0	4.0	4.0	5.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744038	0.0	1351.0	558.0	13.0	5710.0	0.0	2789.0	67.0	281.0	316.0	0.0	0.0	100.0	2.0	1106.0	0.0	27.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744040	0.0	2357.0	1255.0	174.0	2558.0	27.0	1077.0	469.0	1431.0	1425.0	0.0	0.0	200.0	31.0	568.0	0.0	104.0	4.0	0.0	0.0	9.0	0.0	13.0	0.0	38.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744043	4.0	5351.0	2479.0	638.0	6401.0	148.0	4299.0	1650.0	2390.0	5693.0	0.0	14.0	483.0	114.0	2298.0	0.0	286.0	74.0	11.0	17.0	0.0	0.0	159.0	0.0	57.0	0.0	31.0	0.0	25.0	0.0	16.0	0.0	2.0	0.0	60.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	69.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744044	3.0	5311.0	2282.0	706.0	6584.0	142.0	3322.0	2040.0	3047.0	5878.0	5.0	24.0	439.0	71.0	979.0	11.0	242.0	2.0	13.0	12.0	39.0	0.0	180.0	0.0	54.0	0.0	18.0	0.0	30.0	0.0	11.0	0.0	0.0	9.0	123.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	9.0	4.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744047	6.0	3320.0	1455.0	453.0	3645.0	38.0	2068.0	1154.0	1529.0	3888.0	0.0	13.0	337.0	52.0	545.0	0.0	222.0	5.0	0.0	5.0	0.0	0.0	103.0	0.0	36.0	0.0	0.0	0.0	16.0	0.0	13.0	7.0	2.0	0.0	66.0	0.0	0.0	22.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	49.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744049	0.0	4891.0	2168.0	73.0	6700.0	22.0	7103.0	406.0	795.0	1334.0	0.0	28.0	331.0	17.0	3271.0	0.0	78.0	7.0	0.0	13.0	5.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744050	0.0	2975.0	229.0	53.0	6152.0	0.0	4287.0	137.0	483.0	189.0	0.0	0.0	46.0	0.0	3816.0	3.0	31.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	23.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744052	0.0	1234.0	491.0	51.0	9932.0	9.0	2900.0	31.0	392.0	454.0	0.0	0.0	55.0	0.0	476.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744053	0.0	6251.0	4314.0	392.0	9612.0	127.0	3383.0	1335.0	2915.0	5851.0	0.0	26.0	292.0	73.0	1361.0	0.0	214.0	8.0	0.0	12.0	0.0	0.0	24.0	0.0	120.0	0.0	28.0	0.0	53.0	0.0	2.0	25.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744054	0.0	2862.0	599.0	38.0	4746.0	11.0	2369.0	390.0	712.0	542.0	0.0	9.0	127.0	4.0	2159.0	0.0	27.0	12.0	0.0	3.0	0.0	0.0	41.0	3.0	11.0	0.0	7.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	28.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744055	14.0	5818.0	534.0	40.0	3997.0	23.0	5143.0	253.0	635.0	360.0	0.0	3.0	184.0	0.0	3662.0	7.0	86.0	45.0	0.0	2.0	0.0	2.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	23.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744056	0.0	3756.0	55.0	0.0	2323.0	0.0	931.0	45.0	128.0	127.0	0.0	0.0	0.0	0.0	3696.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744057	0.0	5435.0	2512.0	690.0	5155.0	122.0	2861.0	1477.0	2479.0	5587.0	8.0	16.0	542.0	67.0	532.0	0.0	198.0	6.0	9.0	4.0	0.0	0.0	142.0	7.0	44.0	0.0	19.0	0.0	21.0	0.0	9.0	0.0	0.0	0.0	108.0	0.0	6.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	2.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744058	0.0	4642.0	2449.0	79.0	6469.0	6.0	4428.0	408.0	1228.0	1971.0	0.0	16.0	202.0	35.0	2029.0	0.0	92.0	21.0	0.0	4.0	8.0	0.0	0.0	5.0	42.0	0.0	3.0	0.0	29.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744060	0.0	10806.0	6481.0	772.0	18809.0	149.0	4824.0	2087.0	4677.0	13116.0	0.0	40.0	660.0	128.0	1362.0	0.0	262.0	49.0	0.0	0.0	0.0	0.0	32.0	0.0	167.0	0.0	25.0	2.0	49.0	0.0	0.0	0.0	0.0	10.0	24.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744062	2.0	7112.0	4224.0	189.0	6315.0	153.0	3014.0	1124.0	2047.0	4247.0	0.0	12.0	659.0	35.0	957.0	0.0	156.0	41.0	0.0	7.0	0.0	0.0	0.0	0.0	56.0	0.0	3.0	0.0	44.0	0.0	17.0	33.0	0.0	0.0	9.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
