#SampleID	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Armatimonadota;c__Armatimonadia	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Chloroflexi;c__AD3	d__Bacteria;p__Armatimonadota;c__uncultured	d__Bacteria;p__Acidobacteriota;c__Subgroup_11	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Latescibacterota;c__Latescibacteria	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Campylobacterota;c__Campylobacteria	d__Bacteria;p__Dadabacteria;c__Dadabacteriia	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66
SRR8744071	0.0	4441.0	1844.0	88.0	7077.0	24.0	5538.0	268.0	683.0	925.0	0.0	7.0	256.0	0.0	5008.0	0.0	32.0	16.0	0.0	5.0	0.0	0.0	0.0	0.0	25.0	0.0	3.0	0.0	20.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744072	4.0	4307.0	1372.0	425.0	3087.0	63.0	2196.0	988.0	1574.0	3176.0	0.0	3.0	395.0	58.0	800.0	0.0	184.0	52.0	0.0	6.0	0.0	0.0	126.0	0.0	32.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	74.0	0.0	18.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	42.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744075	20.0	5341.0	2194.0	843.0	4182.0	165.0	3034.0	2094.0	2881.0	5581.0	0.0	37.0	511.0	119.0	638.0	61.0	223.0	115.0	6.0	11.0	0.0	0.0	201.0	14.0	28.0	0.0	21.0	0.0	29.0	0.0	32.0	0.0	5.0	0.0	120.0	0.0	10.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	69.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744076	0.0	13512.0	7873.0	923.0	20761.0	180.0	6754.0	2562.0	5973.0	12805.0	0.0	41.0	870.0	151.0	2010.0	0.0	237.0	37.0	0.0	16.0	21.0	0.0	28.0	0.0	184.0	0.0	57.0	0.0	90.0	0.0	15.0	53.0	3.0	0.0	33.0	0.0	8.0	3.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744077	15.0	16245.0	11347.0	679.0	13216.0	283.0	9395.0	3470.0	7321.0	8749.0	0.0	52.0	959.0	190.0	3081.0	0.0	686.0	214.0	11.0	0.0	14.0	0.0	46.0	8.0	229.0	0.0	33.0	0.0	99.0	0.0	29.0	79.0	13.0	18.0	94.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744078	0.0	5895.0	347.0	90.0	12647.0	18.0	6037.0	239.0	646.0	565.0	0.0	8.0	101.0	24.0	4758.0	3.0	66.0	0.0	0.0	2.0	0.0	0.0	15.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	38.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744087	3.0	5991.0	3571.0	115.0	18904.0	37.0	5924.0	591.0	1829.0	3067.0	3.0	43.0	360.0	44.0	1874.0	0.0	141.0	44.0	0.0	7.0	0.0	0.0	0.0	0.0	119.0	0.0	7.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744088	6.0	2677.0	972.0	2.0	3938.0	6.0	2629.0	247.0	430.0	592.0	0.0	0.0	89.0	3.0	2101.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744090	14.0	5611.0	2277.0	725.0	6426.0	172.0	3253.0	2113.0	2614.0	5831.0	0.0	22.0	553.0	142.0	1144.0	0.0	360.0	90.0	0.0	21.0	5.0	9.0	202.0	15.0	37.0	0.0	19.0	0.0	17.0	0.0	10.0	0.0	0.0	14.0	103.0	0.0	10.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	3.0	60.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744093	9.0	7521.0	5231.0	293.0	7412.0	159.0	3484.0	1924.0	3239.0	5682.0	6.0	15.0	515.0	80.0	1268.0	0.0	204.0	30.0	8.0	5.0	0.0	0.0	0.0	0.0	97.0	0.0	16.0	0.0	48.0	0.0	6.0	37.0	0.0	4.0	43.0	0.0	11.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	31.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744096	22.0	7171.0	3055.0	995.0	6077.0	233.0	4132.0	2665.0	3463.0	6826.0	0.0	39.0	586.0	248.0	1508.0	0.0	394.0	7.0	10.0	5.0	0.0	0.0	155.0	13.0	42.0	0.0	25.0	0.0	43.0	0.0	9.0	9.0	0.0	16.0	193.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744097	0.0	7147.0	4282.0	392.0	11172.0	113.0	4508.0	1281.0	3693.0	6649.0	0.0	26.0	363.0	44.0	1175.0	0.0	224.0	71.0	0.0	0.0	0.0	0.0	24.0	0.0	52.0	0.0	8.0	0.0	62.0	0.0	0.0	24.0	0.0	0.0	67.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744099	0.0	5619.0	3709.0	245.0	6112.0	55.0	2269.0	953.0	2929.0	4725.0	0.0	3.0	326.0	49.0	1066.0	0.0	174.0	29.0	0.0	0.0	0.0	0.0	19.0	0.0	44.0	0.0	0.0	0.0	26.0	0.0	2.0	23.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744102	5.0	5479.0	2081.0	648.0	5895.0	146.0	3180.0	2223.0	2484.0	6000.0	0.0	33.0	401.0	109.0	1255.0	2.0	262.0	71.0	10.0	11.0	28.0	0.0	182.0	7.0	38.0	0.0	0.0	0.0	25.0	0.0	5.0	7.0	0.0	0.0	117.0	0.0	13.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	52.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
SRR8744103	104.0	37414.0	13660.0	4412.0	27591.0	1278.0	22245.0	14199.0	16092.0	36517.0	0.0	70.0	4757.0	809.0	6137.0	51.0	2275.0	471.0	61.0	36.0	127.0	17.0	912.0	55.0	259.0	8.0	128.0	4.0	130.0	0.0	95.0	35.0	10.0	0.0	699.0	13.0	77.0	51.0	10.0	4.0	17.0	0.0	67.0	24.0	5.0	0.0	195.0	0.0	19.0	0.0	265.0	0.0	15.0	13.0	18.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
SRR8744117	0.0	2085.0	652.0	0.0	6293.0	0.0	3048.0	60.0	371.0	330.0	0.0	0.0	116.0	0.0	1358.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744121	8.0	7634.0	3023.0	717.0	5317.0	187.0	4473.0	2652.0	2964.0	6360.0	11.0	28.0	720.0	172.0	1485.0	0.0	369.0	5.0	9.0	0.0	0.0	10.0	202.0	8.0	39.0	0.0	28.0	0.0	49.0	0.0	12.0	0.0	2.0	0.0	132.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	26.0	0.0	6.0	0.0	83.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744122	0.0	3501.0	462.0	72.0	8493.0	21.0	4437.0	219.0	649.0	690.0	0.0	0.0	132.0	18.0	3973.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744123	3.0	3193.0	1194.0	370.0	2969.0	74.0	1849.0	1140.0	1493.0	2653.0	0.0	11.0	222.0	57.0	462.0	0.0	199.0	3.0	0.0	9.0	7.0	2.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744124	12.0	7335.0	3529.0	1091.0	7631.0	150.0	4683.0	2953.0	4169.0	7717.0	13.0	24.0	738.0	193.0	1233.0	10.0	363.0	19.0	0.0	5.0	0.0	0.0	336.0	11.0	55.0	0.0	37.0	0.0	19.0	0.0	9.0	0.0	3.0	6.0	210.0	0.0	8.0	33.0	0.0	0.0	15.0	0.0	10.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744125	3.0	1930.0	1530.0	166.0	10542.0	39.0	2299.0	286.0	979.0	1646.0	0.0	6.0	22.0	22.0	633.0	0.0	147.0	13.0	0.0	0.0	8.0	0.0	0.0	0.0	47.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744126	0.0	1334.0	253.0	0.0	6267.0	4.0	2455.0	44.0	146.0	222.0	0.0	0.0	12.0	0.0	1759.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744129	6.0	4206.0	633.0	134.0	5117.0	44.0	4187.0	695.0	883.0	1286.0	0.0	3.0	310.0	18.0	2620.0	0.0	111.0	8.0	0.0	2.0	0.0	0.0	35.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
SRR8744130	18.0	6646.0	362.0	14.0	6524.0	50.0	5991.0	349.0	482.0	349.0	0.0	0.0	259.0	0.0	7126.0	4.0	59.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	10.0	0.0	5.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744132	3.0	4612.0	309.0	64.0	4317.0	35.0	4002.0	160.0	533.0	410.0	0.0	0.0	244.0	0.0	2801.0	0.0	50.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	243.0	0.0	0.0	0.0	11.0	0.0	3.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744133	3.0	7172.0	16.0	2.0	3898.0	4.0	5875.0	61.0	176.0	113.0	0.0	0.0	120.0	0.0	5357.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744134	2.0	3243.0	1885.0	114.0	2220.0	62.0	1289.0	797.0	1409.0	2023.0	0.0	16.0	207.0	52.0	521.0	0.0	101.0	38.0	0.0	0.0	0.0	0.0	15.0	0.0	53.0	0.0	9.0	2.0	29.0	0.0	4.0	21.0	0.0	0.0	18.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744135	4.0	5000.0	1174.0	207.0	11022.0	26.0	4130.0	687.0	1944.0	2151.0	13.0	22.0	134.0	55.0	3204.0	0.0	120.0	23.0	0.0	4.0	17.0	5.0	163.0	0.0	23.0	0.0	9.0	0.0	14.0	0.0	7.0	0.0	0.0	15.0	52.0	0.0	0.0	21.0	6.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
SRR8744136	0.0	11016.0	6741.0	354.0	9765.0	146.0	5229.0	1792.0	3777.0	7498.0	0.0	17.0	993.0	75.0	1832.0	0.0	432.0	31.0	0.0	9.0	0.0	0.0	20.0	0.0	69.0	0.0	8.0	0.0	30.0	0.0	0.0	18.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	25.0	0.0	0.0	0.0	53.0	5.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744175	19.0	3690.0	1419.0	297.0	4723.0	7.0	3750.0	990.0	2385.0	1762.0	9.0	0.0	225.0	51.0	1298.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	32.0	0.0	0.0	0.0	20.0	3.0	0.0	9.0	0.0	0.0	62.0	0.0	13.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
SRR8744176	0.0	1188.0	803.0	11.0	5285.0	10.0	2680.0	134.0	579.0	495.0	0.0	0.0	7.0	11.0	683.0	0.0	16.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744177	0.0	4438.0	2539.0	78.0	9052.0	41.0	4259.0	588.0	1542.0	2668.0	0.0	6.0	219.0	11.0	2028.0	0.0	51.0	32.0	0.0	0.0	0.0	0.0	8.0	0.0	76.0	0.0	13.0	0.0	35.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744179	0.0	1702.0	1093.0	90.0	16709.0	20.0	3239.0	154.0	883.0	1195.0	0.0	13.0	119.0	7.0	301.0	0.0	18.0	12.0	2.0	5.0	5.0	0.0	10.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	15.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744184	0.0	2291.0	1483.0	135.0	2068.0	34.0	899.0	433.0	1169.0	1921.0	0.0	6.0	164.0	23.0	235.0	0.0	37.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	12.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744185	4.0	3950.0	1681.0	364.0	3302.0	89.0	2308.0	1323.0	1776.0	3327.0	0.0	9.0	293.0	76.0	626.0	0.0	149.0	10.0	4.0	6.0	22.0	0.0	42.0	0.0	38.0	0.0	18.0	0.0	5.0	0.0	7.0	0.0	4.0	6.0	92.0	0.0	7.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	34.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744186	21.0	5838.0	2027.0	711.0	5488.0	84.0	4332.0	1759.0	2409.0	5637.0	0.0	14.0	490.0	98.0	846.0	0.0	230.0	70.0	7.0	0.0	17.0	0.0	177.0	5.0	34.0	0.0	21.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	94.0	0.0	13.0	5.0	0.0	0.0	4.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744188	2.0	2553.0	1548.0	361.0	7484.0	38.0	1241.0	493.0	2173.0	5141.0	0.0	8.0	161.0	19.0	273.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	47.0	0.0	8.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR8744190	0.0	2742.0	1382.0	71.0	4294.0	20.0	3979.0	249.0	740.0	1148.0	0.0	0.0	130.0	0.0	1270.0	0.0	53.0	12.0	0.0	2.0	0.0	0.0	7.0	0.0	13.0	0.0	10.0	0.0	6.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
